Accession,luminal protein estrus,luminal protein 0.5,luminal protein 1.5,luminal protein 2.5
Q07456,0.6802873748096745,0.6176686942426829,0.6516166947672267,0.6682332447481207
P08607,0.6391591070925852,0.6335410038680722,0.643231295173916,0.657507865174244
Q91V41,0.6686206993556386,0.6252898059444233,0.6765716280823356,0.6841568000613245
P35980,0.6982780828288174,0.6684622970424078,0.6942357028090602,0.7091857828639467
Q99LD4,0.6643765193662843,0.64735559224109,0.6688601982533035,0.6776699812405723
P15947,0.579524249017055,0.5315354856296371,0.5780576594250255,0.5864712428803879
P50404,0.6826865945523811,0.6939908996759004,0.7167401142986317,0.7290827226578781
Q9R0Y5,0.7048640637616962,0.6880091753344867,0.7070666015468519,0.7135455043779642
P56480,0.6571919597511681,0.5894833089016527,0.6196923814448664,0.6029470929462534
Q9DAR7,0.6810472243699711,0.6589988553593227,0.6726398583272524,0.6909068356486688
Q3TML0,0.7121304234642455,0.6671149474032989,0.688016120683226,0.7089655940823825
P17710,0.6307802280531463,0.6614870741547068,0.63120274295545,0.6431421671696219
Q91XV3,0.6210159236276255,0.5788961848254188,0.612281470503433,0.6460258714982493
O88685,0.6795559612595748,0.6482519193555739,0.67100875122511,0.6847445641313282
Q61074,0.6707282720159393,0.6460925292381258,0.6661366079806649,0.6749193571746186
Q80W21,0.7002481607325561,0.6530171354665966,0.6671271351063076,0.7195742946803337
Q923D2,0.7236431018152454,0.7377243607939226,0.7168129569626449,0.7214188151665945
P17156,0.659419355321887,0.6274282779351341,0.6742958088868233,0.7052697482867325
P04117,0.770265876216835,0.7230013056883821,0.7598793217654298,0.7739891186647707
Q9CR00,0.6559981393267001,0.647427938063493,0.6604345540080641,0.6664052475254898
Q8C7R4,0.7045599234379176,0.6705420162833168,0.6993059456261945,0.7284176642075735
Q9WTQ5,0.6880618180910473,0.6561022298072412,0.6991544694311804,0.700814686987858
Q62219,0.7138742750894868,0.6911994893507383,0.7537523915365995,0.7491492695903996
Q9R069,0.6065224876265269,0.560512222378777,0.6161682207891702,0.6487570745113621
P24270,0.6524820587977161,0.6476320470921223,0.6806145109914407,0.7066297435221719
Q8VDK1,0.6433449644082876,0.6212554997555563,0.6268259137034319,0.6474981098676388
Q922H4,0.6316364669730326,0.5982925987306331,0.6301915029464569,0.6275713588402361
P30681,0.7358360834711674,0.7314611844053365,0.7341421506820264,0.7538258179937362
Q9Z2U0,0.746819492060498,0.7310049540888764,0.7429355218189599,0.7552561716903271
Q61990,0.6346651566124406,0.5823695039557395,0.6256726628623933,0.6443852954993835
Q9CQC6,0.7313297047586328,0.6987699493162061,0.7365476755337622,0.7285546777306762
Q921F4,0.6927318967443742,0.6708721094349794,0.6860929584925762,0.693270876014709
Q9Z2N8,0.6059740517145513,0.583537998271345,0.6010696337123553,0.6306744316379679
Q3TTY5,0.8375205126623539,0.8124568544056546,0.8177454902986734,0.8797094385206711
P42227,0.6646288960033914,0.6181944989141687,0.6475741322171408,0.6575057805476587
O88958,0.6710547112558806,0.650109836109,0.6663319664087136,0.6653217940677073
Q99LB4,0.7224966455265527,0.7006414891305003,0.7159624058926818,0.7281289430546927
P62827,0.7547665719581335,0.7320782776293511,0.764347256804235,0.7696420903541604
Q6P1F6,0.6640736749561894,0.6384010973711178,0.6520263537659825,0.66708617481132
Q6S9I3,0.6538958859902505,0.6186891269104671,0.661408785457125,0.6709920957541133
Q8BU85,0.6312240923217727,0.6518435819383562,0.6630939312189069,0.6788192320608579
G3UZ26,0.6684708306449645,0.6611376291549454,0.6737209690234589,0.6660955427194034
Q8BHG1,0.6869003825785315,0.6684652105812743,0.6837394620145979,0.7027824733661211
Q8R050,0.709131064666402,0.7067256672385833,0.7020586531326741,0.7194088086464206
Q8CG76,0.6840088569303255,0.6819654567735979,0.691200491804181,0.7079157737535299
F6ZHD8,0.6696420475447908,0.6379815828332707,0.6580436959492036,0.6765370356355349
Q8BGD9,0.6649160032780824,0.6433115524845265,0.6640770807607247,0.6854242938635474
O35887,0.5720947069645193,0.5321302225117086,0.5532697791440727,0.5398344410459246
E9Q414,0.7367548151560722,0.7259249752516437,0.7278757353117721,0.7963673089811201
Q8BZW8,0.6537448522944033,0.6273949336583675,0.6557855238661184,0.6611418879800733
P51885,0.755482543911007,0.7282474033552626,0.746101486293255,0.743151975149427
Q9WUM3,0.7018061482256357,0.6727378864659656,0.701724817764816,0.7190961917625185
Q64726,0.6752452774420431,0.6779385113213229,0.6810279996468891,0.6909643608526697
Q99MD9,0.6453300522944578,0.6130892194704225,0.65046368380711,0.6713698632151762
Q4VAA2,0.6211266097946719,0.6086186126388791,0.6307104427364575,0.6430909136630152
Q91Z53,0.6813290650884618,0.6645004563563637,0.6860076921308254,0.7050744789373358
P01869,0.7005550304914738,0.6950220854108595,0.726563588363739,0.7365480182828601
Q9WVJ2,0.6915402135440413,0.6731151704940027,0.6788891494774754,0.6903182808196168
Q9CY58,0.6995248190481581,0.689629298006973,0.7028220525751061,0.7120997254358805
Q9JIF0,0.6842408874220268,0.6676179870853567,0.6859705951392384,0.6997451695502804
Q9QUM9,0.7337808269827744,0.7139979721003817,0.7317916484494202,0.7498304091362853
Q62446,0.6717859113145157,0.6500743532942163,0.6707518993185436,0.6799628861382093
F7CUP3,0.6647106094574193,0.6107209359192128,0.6518651183443771,0.6705888475806724
P29788,0.6757146443628056,0.6673935062627054,0.6791257443885461,0.6856872619212654
P70372,0.6684119425946184,0.6480127772519275,0.6691294702310304,0.6802805267411738
A0A1L1STE4,0.6540674751158919,0.6354349274687235,0.6510951918837066,0.6808045863645873
Q91V76,0.6901370084307855,0.6491635737447543,0.6828685993152963,0.6965283358198012
P00493,0.6700193959867436,0.6517465775932728,0.6762330918301105,0.7034433975546351
Q9CYR6,0.6785331588952395,0.6528452814467786,0.6806866939568746,0.6916380381093885
Q3TW96,0.6728872190813203,0.6455472717269738,0.6694085815630498,0.6715966792097523
Q9QXT0,0.6331898278789381,0.5785010814918674,0.6069247829902852,0.6444417000176633
P26369,0.6565752631465078,0.6127020697023035,0.6343285833604385,0.6444118116976241
Q9R0P9,0.6008586386824217,0.5927393547412079,0.6363413762705457,0.6730225361375051
G3X9Z5,0.4887638407603924,0.7244507742207474,0.5480076580792337,0.5497091789954249
P22599,0.818042220718302,0.8073447450804292,0.8345804911531917,0.8299983563624617
Q05BC3,0.6730798711694459,0.6302016686866763,0.6731432672622999,0.6999089166738516
Q6Q899,0.6595303525251299,0.6291677555961526,0.663109489239204,0.6721869821096922
P34022,0.7112090580269919,0.6922222265270663,0.6969568666192417,0.7301565201012795
P32067,0.6877527020904839,0.6686474370395202,0.6875008865564555,0.7010255888285823
O35744,0.6119738451184309,0.6280599394676624,0.6267451912560007,0.6166775406829083
P61202,0.6678888529731453,0.6321074594814011,0.6563429185428474,0.6560718825474366
Q922F4,0.665735710944023,0.6399814708591053,0.6742983893375739,0.6938541862291245
Q9EPU0,0.663641768094671,0.6365381179527418,0.6630528387528631,0.6911813219445531
Q9Z2M7,0.74039317089804,0.7157311183473628,0.7345296213367469,0.7542385848699875
P97825,0.6409352854428939,0.6040806870604262,0.645642755770775,0.6541767685894598
Q91W50,0.6377127270556565,0.6129269891190902,0.6416196648516457,0.6603899921264793
P51150,0.6922643046099665,0.6611904643722907,0.6776392407482977,0.7063658225711116
Q9EQ80,0.6666484354145813,0.6465216756883582,0.654473505009468,0.6646957965986845
P62751,0.7204404316189283,0.6938572866040493,0.7096077887348675,0.7193289676328496
Q06138,0.6716341189850822,0.651996608421659,0.6625332746750163,0.6844720637003125
Q9CPR4,0.6941689036620367,0.6792295255503729,0.6952882032619231,0.711318112217481
O89079,0.7189289716683831,0.6871849475474138,0.7145305516685232,0.7371959716140121
P17918,0.6963405217597173,0.6834181983685074,0.699531634706646,0.7128102614657676
Q8C0C7,0.7324469507801431,0.7402006241108291,0.7511179432256598,0.7567726961121206
P23591,0.7089521979831586,0.7045409398390493,0.7142401302350051,0.7109389919049204
O88456,0.7070106598774257,0.6833686656760198,0.7083584940702149,0.7259079958839935
E9PYI8,0.6816515722716472,0.669951926431923,0.6727119912698932,0.6870512515372791
Q9JI75,0.6367122449548452,0.6092151803187749,0.6423559544655434,0.6517444690483545
Q62148,0.7062799998931113,0.6625740693750853,0.7121872813367327,0.7096994621551399
Q4FZE8,0.735978807758183,0.7262080306388179,0.7301803135205426,0.7145765081526552
P26350,0.6648187670322212,0.6413844844053698,0.6687993873830498,0.6980245723578322
P70670,0.6943696997148782,0.69220189453363,0.6851184528653096,0.6970097673905464
P63242,0.7556742293144678,0.7371181154598914,0.7465927952749506,0.7528039062824383
Q8C7E4,0.6835771281084199,0.6677201608685484,0.688130562246794,0.6959021764537365
P61087,0.6789791930583744,0.6567885959688163,0.6747723517082662,0.6853933219166868
O09172,0.6471165576796494,0.619116075009766,0.6562307910513151,0.6726537411897735
Q9QYG0,0.6385683975821028,0.6274855802137742,0.6258884675661592,0.6352012861247927
Q921M3,0.6707727839664595,0.6362416609111292,0.6576048279181878,0.662777649239293
Q8BH35,0.6600584952071008,0.649494436521782,0.6699079503424207,0.6780491070465672
Q9R1P1,0.704540407032741,0.6786039086330296,0.6938435740465142,0.6960208450595776
Q6IRU2,0.7190702729543662,0.6890491417966146,0.7054434643792264,0.7380890571144293
Q9Z1D1,0.659363537003051,0.6200833679121956,0.6711120603940453,0.6746705006268411
O35286,0.7162651719672523,0.6874591636711488,0.7110307198141472,0.7157741014127735
Q61655,0.6617145195888725,0.6272046167864319,0.662590894015339,0.6775457341900742
Q9QZ08,0.6585163939942785,0.6172901630176656,0.651555478360556,0.6658670230156537
Q8BVE3,0.6283901148075254,0.6089583335078572,0.6329018364880417,0.6410651471970849
Q9WVQ5,0.6846776798349954,0.6315775846592334,0.6684343850022757,0.6929640372937963
O35841,0.6741678622723918,0.6437515300939807,0.6745528760848378,0.6880865023272841
P63073,0.6862990111670728,0.6654937369965993,0.6812364020957048,0.7009325414927033
B1B0C7,0.5326003175265873,0.5368059342022485,0.6281682773667888,0.625417837878027
Q9QWK4,0.60625524858459,0.5335080365386115,0.6277939809613939,0.6571636055557484
Q9DBK7,0.6543485821494475,0.6473828926836535,0.6745765347758156,0.683025306562868
Q9DBG3,0.6619473708997026,0.6419064670243656,0.6657161018586379,0.6796275601332326
Q78ZA7,0.6821742705178587,0.6551644494864031,0.6771058472330583,0.6937921194564113
O70557,0.7496881037293412,0.7707062904934217,0.7666493998346229,0.7587736204703011
Q9CQM9,0.707822870388648,0.7148873167363431,0.7074593795901315,0.7156516174567437
Q91VH6,0.6745007775091757,0.6364191924354196,0.6620141432422089,0.6823172794040896
Q9D142,0.6434812322962199,0.5796589929596794,0.6355838797464045,0.6447325145890891
Q9QXC1,0.7117558286727047,0.697398706513579,0.7178779537043697,0.7318355301682934
P97470,0.5831170007343717,0.551484397060637,0.5852298216735233,0.5940031686629353
Q8BFY9,0.6364492347805883,0.6071700334175659,0.6294851395695693,0.6428989569631055
P62281,0.7108763391082953,0.6968370828216839,0.7081543019650539,0.7136031129795786
Q03265,0.6318828344091059,0.5749367375465959,0.5793044079557345,0.5692438840281028
G3X8T9,0.715413557646472,0.6979246183776621,0.709465095146164,0.7173976457273791
Q64467,0.6779391769005417,0.7170615487158337,0.7107233881238635,0.7027917339176412
Q99LB6,0.7064326787805282,0.6418617729354791,0.6933032168797649,0.6841867109954148
Q9CQ19,0.6843857988166385,0.664243359682404,0.6830443327631325,0.7048874877683536
O54724,0.6785780712374526,0.6650521115040617,0.6850979622915947,0.7147205058743396
Q148R4,0.44654614233560397,0.6424102970758722,0.42705211307703783,0.0
P42208,0.6810552628183575,0.6484836325704201,0.6831761294099463,0.6994774615981301
A0A494B952,0.7019799580654753,0.681481796299723,0.7131127871970266,0.7287468586600527
P09036,0.5659355597152359,0.8356421556705889,0.619427982657837,0.603270729712929
P0DOV1,0.6631230974186705,0.6404442733956126,0.669341376602464,0.6793461782767607
Q04857,0.6155811320580238,0.5819165395245433,0.6061465363476737,0.609679260447316
Q8CG72,0.6987821198128765,0.6861770127643543,0.7059069524483864,0.7235172440270955
P63038,0.6878826176256005,0.6500864419406217,0.6753011955140307,0.6834466951832318
Q9DAK9,0.7301110619223774,0.7075640526956747,0.7313227025228466,0.7542494437097319
A0A0R4J049,0.6633958018511025,0.646092642884308,0.6450346494490552,0.6452463537812421
P46412,0.7179592051701413,0.7051342898924925,0.7166772298361652,0.7201239334674768
Q60631,0.7372155566757148,0.7227201327819067,0.7226233624852483,0.7621912621763526
P00683,0.0,0.690229269814402,0.0,0.0
Q64674,0.6877780526845232,0.6697619345557316,0.6798962186837331,0.6941991786642667
Q8VCA8,0.6140858684823469,0.6139666104972018,0.6476505544751741,0.6512523396139565
P61164,0.6820398098917931,0.6355084028536522,0.6622135635226728,0.6707777162450987
Q8BTY1,0.7009405453856112,0.6671174269515294,0.7001181952947003,0.7024424775588107
Q8VCT4,0.6975506606675418,0.6661434689119269,0.685635810042811,0.7008976583204035
Q8K4Z3,0.7027525106044935,0.6677057993191751,0.6987747988315414,0.710358131876334
Q9CQB8,0.6427342355367123,0.7360036446788812,0.665577088135301,0.6916803740113743
P43274,0.7190727249183289,0.6967581215807547,0.718819477374045,0.7272336184413919
Q99KP3,0.6742059942561989,0.6569167863688147,0.6780890637556606,0.6955591603250919
Q07235,0.6500244333818026,0.7356280999412553,0.6365297556607296,0.5891099562756428
Q7TPV4,0.6039993776466045,0.5908858947834447,0.6163879935186626,0.6466582336964158
P62754,0.6510557786670699,0.6246276944003706,0.653439195484806,0.6776795131557357
Q9CYT6,0.6101864554271056,0.5686475451534551,0.601785116142613,0.6523493103974033
P62717,0.6826476467492433,0.6605791388711953,0.6686723719697902,0.6931335475863473
Q99K48,0.6727064092518988,0.6455526668956638,0.6541756938590242,0.6865674223132682
Q62422,0.63564727953283,0.6407904944819844,0.6433597646360691,0.6454146613703142
Q01405,0.6264003321092937,0.5875866170076262,0.5859371109883813,0.6205630873449454
Q6QR59,0.6709178567049595,0.6797306146050727,0.6781846736503135,0.7049587918136598
D3YUT3,0.6988774861745244,0.6695037055683357,0.694904325141716,0.6934284193551611
P26231,0.6487267868979922,0.6261070893083106,0.6376891371989734,0.6587118295968247
P54071,0.7300663876298437,0.7183711986022905,0.7399193129779187,0.7489615247634784
Q99KH8,0.6418117870315493,0.619677363661394,0.63253319666607,0.6506449060809993
Q9QY48,0.5641883309406192,0.6750531061259737,0.0,0.5350832882926816
Q9DCC4,0.7045165236443072,0.6572581866509751,0.6881578040115626,0.7111092488237871
Q9CRB1,0.6217193902945037,0.629279988671596,0.6529773102580851,0.6603099220392659
Q99L45,0.6675357688019301,0.6442629751177302,0.6644183500587687,0.6652348807276606
P70271,0.64581513700431,0.6350207637984828,0.6602450853526973,0.6806325421687132
Q9WUK2,0.6967577253037478,0.6638926350585113,0.6897722216685768,0.7302091343269345
Q8CAY6,0.6570629909586811,0.6297655329648006,0.6481353032037933,0.6760421457604064
Q62093,0.7041709591823674,0.6900113681832063,0.7161462439061458,0.7178486239882538
Q9CQV8,0.7677071735817299,0.745493357365815,0.7696719963802218,0.7838394071288345
E0CXN5,0.7007561622906917,0.6753308529372031,0.7088148622422004,0.7263029723633282
P54823,0.6351113166461425,0.5933069024884522,0.6438111616578296,0.6466985154516598
Q9DCV7,0.6898262802186182,0.6749107159897219,0.6935645800578882,0.7146506489591341
P32848,0.76099324518075,0.7484748920023662,0.7881879688986688,0.8126457950421023
Q9JMD3,0.766476106856999,0.7323550880922808,0.7507628486065333,0.8046742092807059
G3UXL2,0.7268196341235007,0.6950915966721669,0.7109720635444736,0.7381658746930007
Q6P1B9,0.6753989083753635,0.636513631526819,0.669873661989186,0.6612387623120605
Q9JLQ0,0.7168490297897617,0.6939955710431066,0.6907814885972562,0.6367944185076676
Q9WVJ3,0.6508988495936868,0.644347338579338,0.6317698107064967,0.6366830196636296
Q99J36,0.6682980879042247,0.6338953350309838,0.6506106382206814,0.662536524113891
Q9R1P0,0.7148475145087453,0.6927684765424817,0.7171721963969216,0.734946230134635
P47713,0.6725938842672156,0.6253228619949686,0.6406621333941542,0.6625701569969612
Q9WTI7,0.6287957003285091,0.6133920899071313,0.6414710108561114,0.6557611877205625
P62911,0.6621998014863032,0.6225377977634451,0.6478415419825444,0.6607162624439994
Q9Z0J0,0.6789105388696869,0.7545924601974372,0.6935832832531279,0.6974403713810108
Q9DCT1,0.675613779079067,0.647251700451638,0.6649586499997097,0.6797548108413858
P62270,0.7197061964651732,0.6891970397427867,0.7224052260293534,0.7300697754210741
Q9CPU0,0.7405355472414065,0.7113000273723187,0.7378554918237088,0.7322316403089436
A0A0A6YW77,0.707724118867472,0.8380904500145293,0.7192808902327462,0.6986264655578924
Q8C0E2,0.5992691407067435,0.6320501087032004,0.6218424192176476,0.6395323592272079
P97461,0.6728741077502355,0.6408375685544497,0.6443998342638394,0.6558374757211061
E9QP62,0.6413782549073067,0.6110298102849285,0.6491683704518696,0.6605211394808354
Q8R0A5,0.6916580941168909,0.6829622162826192,0.6977191072057092,0.7587584571371243
Q8C0M9,0.6436583662427846,0.6386322681640345,0.6351596179821479,0.661880062517786
Q60967,0.6398596471858542,0.6212718805719177,0.6470104207219317,0.6636630259676424
P62264,0.7098566736897416,0.7006921927302723,0.6999074746078127,0.7239857712203425
P40336,0.6680666815065442,0.6313082295276174,0.6556167470566394,0.6179279768987329
P35979,0.7146094322426839,0.6868069411604634,0.709296427544991,0.7128419580618829
P43276,0.7860728187515291,0.6523812358407131,0.8096594688497812,0.6610348707438513
Q9WTX5,0.683485826289541,0.6667999554584307,0.679780252850848,0.7003126437143107
Q8BG13,0.6584452249934162,0.643309208005691,0.6607337348627993,0.6907929238625656
Q3UP87,0.6152471275138099,0.6057188284706024,0.5882933448205284,0.6088919316630637
G3X8T3,0.6070957571211505,0.6722720941584527,0.6243842153489106,0.6101544564326405
P58389,0.6857636226852596,0.6803733567736756,0.6763196805858415,0.6858131951991738
Q9R1T2,0.6838741473631733,0.6522203627110751,0.6788082486776725,0.6869893546369353
O35295,0.6890067892873483,0.6720201702586875,0.6817039225133983,0.6948682178985671
P45591,0.6914447534727005,0.6785381796837344,0.684058922602678,0.7091729075407103
O08663,0.6681580168278318,0.6355422515119186,0.6456589062079424,0.6667376867711514
Q9DAW9,0.6115571856241948,0.5933823977531588,0.6206817625380109,0.6576724457744398
F8WI14,0.6617743466657385,0.6007125708596497,0.683712205141251,0.6823008113291309
Q8C878,0.6326760338013617,0.6031935439050731,0.6216251382442323,0.6430251036769632
Q8JZR2,0.659090317541749,0.6281302218031561,0.6478772654331185,0.6679983319675801
P16460,0.7500128414883539,0.7551434574887292,0.7543237251635637,0.75364665599931
Q921M7,0.6551698348691622,0.6443493534863861,0.6558643195728489,0.6590377960601663
O54988,0.6169606300570115,0.630207472220363,0.6194995651747094,0.6305591251970307
Q9D2V7,0.6190756482695927,0.5734900717209807,0.6168409275501171,0.6324318345626332
Q1HFZ0,0.6523809080617,0.6265926019926475,0.6402680642305969,0.7129584636880858
Q9WUB3,0.6183196723255796,0.610856696895051,0.5954013923748056,0.6285018705914847
A2AUD5,0.6401267837747057,0.6069421581609509,0.6497434677868508,0.7246242126164325
Q08091,0.6459814711084306,0.6419283318589312,0.6546694581174903,0.6731395596547343
P62918,0.6965945333698403,0.6905582423719919,0.6989164808089519,0.717825666124137
O88947,0.6453355215761963,0.6175453309780502,0.6446581774794432,0.6651557047182125
P54728,0.7230217207622408,0.70111503267546,0.715923865389574,0.7397882160353908
P26443,0.6595538315172088,0.61389397107157,0.6437847610049598,0.6572109110191844
Q61656,0.6300265033669212,0.6044204947939219,0.6340626834568737,0.6385516563815831
P61358,0.7146791724155936,0.6953357147777144,0.7144454872701311,0.7183329286837941
Q8BP48,0.6440085085060796,0.6221776930377537,0.6311417494898475,0.6470184747666967
Q8VDM6,0.6319885876605806,0.6048461203872906,0.6283076554104999,0.6649411059778685
O08795,0.7056010421289989,0.656364992764985,0.6822100423758194,0.6947163215718978
Q3TGS7,0.7606132113733701,0.7487587581845084,0.769536908212992,0.7865477827530711
P08121,0.6075716838394808,0.5841692735868308,0.5969400343189304,0.6326991316878746
P28660,0.667697581752782,0.7116440019024559,0.6831597263757226,0.7245233429670813
Q6A028,0.6558835562570016,0.6641927841346329,0.6290593064805979,0.6623382594507106
P49443,0.633203103060039,0.6059378376755189,0.6212355690456973,0.6344596844885363
Q61205,0.8579101660165551,0.8211848760204994,0.8304899251161257,0.7840361819570801
P35123,0.6468191304335681,0.6098582865275338,0.6335513631488099,0.6441606268807725
Q8BWT1,0.5902086802150278,0.5179436905170229,0.6013556834200152,0.5653446639060282
Q9ET01,0.6672929557307054,0.6260067207813474,0.6712703326731897,0.6781113935969332
Q9EQU5,0.740517105109321,0.7152373838760447,0.7300861858910749,0.7482714449052128
P34914,0.6631374520307772,0.6581339856497619,0.6584460653746721,0.6672856195037983
Q9CZ42,0.6647017902578537,0.6323986905547314,0.6469275043615809,0.6555263506283063
Q542V3,0.6251612533206712,0.6020491151229043,0.6235034469412006,0.6297564764296759
Q3UXL1,0.6351599960164777,0.6522590269546714,0.6480721313753662,0.6606364599045076
Q9WTX6,0.6227263242869258,0.5853541616386004,0.6170507865375321,0.6469925960758487
P35505,0.6083826184400185,0.5746582716497407,0.6204632952781474,0.6184213492244344
Q9D0A3,0.6754669366784265,0.6448358487175455,0.683879377945905,0.7037600816596847
P14206,0.7455294005732941,0.7119527383924077,0.7320229040911496,0.7408232431789552
P70202,0.6421175894503923,0.6958268404028567,0.6433008469009931,0.66679643475914
Q9DAU7,0.6686786526709891,0.7080244956099465,0.7045843319049524,0.7192679569614226
Q9CR51,0.638915150339943,0.6211680453056476,0.6421245848187058,0.6613053720678975
P11859,0.6832681207826767,0.6772076799092521,0.6860152876254322,0.7035287626979231
P70697,0.6231564670639923,0.5862140247256221,0.6141738767995245,0.6094114637524493
Q3UEB3,0.6478610583726492,0.6058577605676715,0.6668279907774206,0.6660908033093196
Q9JKX6,0.5986053024397481,0.5710774296307306,0.5918513890996601,0.6059418047907019
Q9Z185,0.7471195539599716,0.7220336851481284,0.7363051584933173,0.730235021013338
Q60829,0.7548696006816542,0.7258779696480746,0.7711301805844746,0.7530654486341691
Q60737,0.6160274376947827,0.6020055794378866,0.6387676725057381,0.6413211943059616
Q9CWZ3,0.6493030628341194,0.6223689530471362,0.6410771059104419,0.6669424898714928
Q8CGA0,0.5859336192806591,0.5377192711665707,0.5678440217306734,0.6035651347122096
Q9DBZ5,0.6347614298289076,0.6076269079762832,0.6249090627843534,0.6441178034270748
P03987,0.6556348849434409,0.6534156569303886,0.6797405953169402,0.6805325226882079
Q91XU3,0.6136834220996885,0.5856716975284818,0.6097255823853923,0.6153541197720662
P01837,0.6803780397314441,0.6630542350766494,0.7044830706986827,0.7195271085942784
Q9QYC0,0.6070817486335118,0.5933397707650406,0.5985594260209163,0.6164229345429387
Q9CXA2,0.6105428114718305,0.57181638309515,0.6133419242864656,0.6251490341602307
Q8R1F1,0.6628034797051666,0.6375280674776401,0.6681881261909149,0.6751023977271116
E9PUM4,0.5117053314504294,0.49944364933180413,0.5610043882655388,0.64026858666552
Q6PDI5,0.6175942760349332,0.6226720786977732,0.6064551246663326,0.6129867780364967
P62317,0.6602225366521058,0.642547097859854,0.6696746355675004,0.6799164351623794
P46638,0.7344463780464165,0.7086686384871232,0.7302360595305872,0.7518998403353876
P45700,0.5522514794261733,0.6466364788955683,0.5918263560442434,0.5492308978936975
P49710,0.6184623575035669,0.6043825705093266,0.6364122764779603,0.6462534342641096
Q99LD8,0.6953527710037604,0.6670412580915142,0.6973277829067466,0.7155571470014921
E9Q7G0,0.5380143698667456,0.0,0.5869702015863303,0.5630750845404189
P16110,0.6574317791276562,0.6631909318096026,0.6818375912096709,0.6799932772356168
Q9CQM5,0.7159534532668094,0.6867349002924171,0.7112472640877874,0.7218098294481761
P05202,0.671427582805954,0.6409545204893194,0.6737509823138789,0.6739441314269665
Q07968,0.6144614866113446,0.5791689140656567,0.6123088881123682,0.6478300631007918
P99027,0.7362502571607693,0.7041429208393605,0.7207525977801361,0.7307630671117299
E9PX96,0.6494920036531703,0.9184323967986551,0.698898207410531,0.6756871983781487
Q64213,0.643905955005321,0.6156106840337503,0.6402434863856531,0.6408662203154322
P47811,0.6188790842012141,0.575673490079432,0.6180091526968556,0.6238251795834558
G3X8U3,0.675485801231805,0.6474680475460098,0.6622723095110612,0.678640104251414
Q3UZ39,0.6211114749531655,0.6088990052130803,0.6217397622809193,0.635856747691029
Q62376,0.6642397423817296,0.6397154500430846,0.6723914060454299,0.688112765865457
Q9Z204,0.6708311941523496,0.6514080696008532,0.6564212767099,0.6683371723590239
A2AJB7,0.5069959157027738,0.7394646482716136,0.5510965532376202,0.0
Q62348,0.7159394112799398,0.7099847752909791,0.7222578720631493,0.7408611852248921
Q9CYG7,0.6415407788009517,0.6156016394838469,0.6417262633381133,0.6466910050008942
A0A0R4J050,0.6432982503362281,0.6204356591843715,0.6309347665536683,0.6433503324090655
Q8VBW6,0.6462631594974335,0.6158243103762889,0.6486398212629724,0.6665871905684275
O88545,0.6814513504107401,0.6461003003209885,0.661831535645398,0.6815344027061655
P46467,0.6612549142256212,0.6366672802486856,0.6673321990446188,0.6587350596238915
P39447,0.5815774336960685,0.570926069110774,0.6311283665408491,0.6399842208712505
F8WIP8,0.0,0.5968267527267771,0.0,0.0
P35279,0.707996748255709,0.6698016089462071,0.7181015342825033,0.7026915471396888
Q9CQI6,0.8199719325263071,0.7966501929288002,0.8083544929399334,0.8566848475636207
Q62384,0.5940826949948385,0.5472142770510386,0.5632862683084948,0.6227541118035126
P28654,0.7044274787606909,0.6727610519072378,0.7028723319763686,0.7006177846322271
Q62189,0.637139950569094,0.5965861543822742,0.637245320824198,0.6491077912910637
O35640,0.6357577375472783,0.626646744580741,0.6782541527785827,0.7057361106238611
P49722,0.6972687576060341,0.6948491401610563,0.6949816362858872,0.7126095147949536
P48428,0.7041298316636307,0.688222854932192,0.6993675073716306,0.7079150489332268
P42232,0.6441622595223017,0.640836443781823,0.6490887010009989,0.6721856062943967
Q9WUM4,0.6555954644100658,0.6301054438355044,0.6638785627529432,0.6897627979001324
Q80YC5,0.6297787788971334,0.6155664390491551,0.6095302665934829,0.627345329578794
Q6P8I4,0.628476450698576,0.6160358578962802,0.607312958529609,0.6417971725440365
A0A1B0GSU0,0.6325095435427989,0.6101461800417343,0.6436296414977939,0.6471343592158472
Q921K2,0.6216578924709273,0.4889990248066315,0.6130541545096906,0.6362994652395234
Q9R1P3,0.6945089408373928,0.680157598835816,0.6985297574184758,0.6783440986867681
Q78IQ7,0.5822241063363952,0.6194419267431339,0.5609704778109749,0.6252865011385533
Q91YQ5,0.6409942095172624,0.6031292188405499,0.6042840462388367,0.6448693484175404
Q9QZ88,0.6965833845224717,0.6579161507961431,0.690565461235063,0.7080390713474775
E9PY39,0.7410623161561011,0.7208193944914312,0.7410506375930614,0.7429849776714574
P13439,0.6495217395838753,0.6254460060389977,0.6442497556467991,0.6547468741348293
P40936,0.7110368349600892,0.7038157014468706,0.7240304579918821,0.7366928446644326
A0A0A6YY53,0.6359916299221108,0.6283942168988385,0.684856895574824,0.6873865215153093
Q8BUR4,0.6049558970271155,0.5568246813413287,0.6072923195401344,0.6266236735617332
Q91V89,0.6789088069779798,0.6424414336855623,0.6803241324223904,0.7130677283553639
P28843,0.6071025739026682,0.6214528422530898,0.6253830239275466,0.639566424567949
Q91VK1,0.6881029115349937,0.6576517516752003,0.6700761778658437,0.6656863073071916
Q9JM14,0.6651422336758313,0.6365205369559747,0.6795555377921544,0.6865231550967892
P63054,0.7305975818996677,0.7119893975761874,0.7392765004204768,0.7678618586738221
