Accession,luminal protein estrus,luminal protein 0.5,luminal protein 1.5,luminal protein 2.5,luminal protein so estrus,luminal protein so 0.5,luminal protein so 1.5,luminal protein so 2.5
A0A1B0GR85,16892058.54,9647945.453,22460512.5,25377042,19600991.03,19356727.52,28360902.95,22722386.13
Q8BHA3,11281242.86,7127518.422,15713085.17,17376057.53,19443830.63,16248455.66,21936494.5,17387918.16
Q91ZF0,94023.90625,NA,NA,282416.5938,165158.6406,NA,NA,NA
Q4LDD4,340637.9219,107321.9141,303665.6875,756906.6563,513594.1406,238993.6094,317705.9688,469288.2891
P08556,NA,NA,NA,NA,NA,NA,NA,NA
P54869,159445.5313,NA,163813.5313,225150.9375,262585.75,NA,318877.1875,335911.5
Q9CQC9,325488.9063,110797.3984,NA,272310.8438,NA,NA,NA,NA
Q9D7S7,NA,NA,NA,NA,NA,NA,NA,NA
Q64311,97447.80469,31633.01367,79560.69531,127132.4688,75602.28906,93222.46094,103725.8125,114927.3281
Q8C2E7,NA,NA,162102.0313,310279.5938,NA,NA,99523.55469,84798.98438
Q05512,206209.3906,94482.99219,233795.0781,340379.25,NA,188825.3906,356587,NA
Q9D614,NA,NA,NA,NA,NA,NA,NA,NA
P42230,NA,167472.625,NA,NA,NA,NA,NA,NA
A0A494BBF0,NA,NA,NA,NA,NA,NA,NA,NA
Q05020,827983.5313,245349.3125,1173402.063,1378034.656,549138.5625,1113129.5,2269650.813,716273.25
E9QPB2,NA,23665.63477,16593.27148,35433.25,14133.07031,34498.85547,39184.11719,NA
Q9WV35,663748.3594,910214.375,855409.25,NA,212525.375,181830.5781,152056.2656,NA
Q9CQQ8,2971134.25,2661591.594,8277010.438,10119924.25,6249263,1531088.125,7036370.375,6733859
Q3TYX3,277849.8438,174484,125583.4297,205488.1719,388422.1875,312100.625,411221.5938,296075.4375
Q0VBK2,NA,NA,NA,2035663.375,173973.8906,716661.875,1420461.875,1539771.875
Q8BYH7,166891.25,NA,86707.39063,NA,161476.75,NA,NA,NA
Q99M71,NA,313976.1563,NA,NA,NA,NA,NA,NA
Q9CQW2,729001.4219,126042.4063,577421.0781,1533107.844,405955.5781,424529.6875,1310574.938,235006.4375
Q8R3R8,1228841.281,568347.9063,1118702.234,1319861.371,1426281.313,726164.6563,897082.6875,958081.25
Q9D104,NA,NA,NA,214176.5469,114539.9375,NA,NA,NA
Q9R0N5,22286233.5,8874169.5,19416046.25,68924357,10645978.5,32114352.63,41943635,76825539
O70333,NA,NA,NA,200531.1094,NA,NA,NA,NA
B1ART1,7271846,3934915.5,8804250,5903859,7243367.5,9832063,15732758,15735375
Q9EQ08,196100.5313,NA,NA,236965.6094,NA,100312.6406,198122.1094,NA
A2A8Z1,105974.5078,51010.82031,154619.3125,199953.9531,102699.7891,146737.0938,251352,119684.625
O55098,228374.5938,132412.6953,259053.6719,363893.6406,182561.5859,363006.5313,475241.2656,251548.3359
D3Z016,263959.625,150732.0313,316400.3438,574696.125,374444.0313,NA,731740.5625,514080.7813
P63024,313618.5313,NA,328059.75,625609.75,477262.5313,299064.7813,628859.75,476450.7188
A0A338P769,284186.6563,NA,292852.5625,681956,387964.4375,NA,203304.0469,119392.5078
Q9D9V3,NA,NA,NA,NA,NA,NA,NA,NA
A0A1W2P7S5,157978.0313,98100.26563,NA,NA,263537,133539.5469,NA,NA
A2AQ25,NA,929713.8125,NA,NA,NA,1802572.625,NA,NA
A0A1Y7VJW9,NA,NA,NA,NA,NA,NA,NA,NA
E9Q1W7,NA,NA,NA,NA,234759,NA,346865.7813,NA
P22366,149602.25,113504.2344,323267.7188,588690.3125,240137.1406,164256.2188,NA,287692.0938
S4R1W8,NA,NA,NA,NA,NA,NA,NA,NA
Q62203,180938,130883.0234,165887.75,218131.7656,242990.625,NA,138999.1719,NA
P35486,105650.4531,32348.22266,107745.9766,205989.8594,203295.0156,77329.75781,NA,NA
P38585,64860.01953,26253.47461,NA,123196.0078,40748.17188,NA,NA,NA
O89094,227941.6406,NA,199057,879288,NA,NA,428534.5625,NA
P15535,151858.4688,259833.7773,178478.6289,202356.1602,201582.3867,44046.87109,85407.88281,228089.957
Q64512,7503564.352,6855496.594,25742750.25,46829933.69,19206571.5,22020223.44,58491196.25,46799505.94
Q921W2,157609.4219,122341.7891,207789.2344,621358.4375,343074.2813,NA,713123.0625,322200.8438
O88792,NA,694490.3125,NA,526147.75,145451.6094,NA,359341.875,330196.5938
Q8BKX1,NA,NA,NA,NA,NA,NA,NA,NA
Q8VIM9,NA,NA,NA,NA,NA,NA,NA,NA
P30285,584081.6875,NA,475345.9375,NA,695124.5625,316409.8438,569253.0625,321080.4063
Q07079,81746.375,NA,102309.9375,NA,NA,NA,NA,NA
Q8BQ46,247274.0469,NA,NA,458457.9688,254930.75,305780.7188,361014.8125,NA
Q91WG8,NA,NA,NA,NA,NA,NA,NA,NA
F7AI87,385332.4688,NA,NA,NA,NA,NA,NA,NA
Q9D8X2,NA,NA,NA,NA,NA,NA,NA,NA
P42337,78703,NA,143123.8125,296655.2188,202125.0938,NA,NA,210139.125
Q62087,NA,NA,NA,187250.7188,NA,NA,NA,NA
O54865,639871.3125,522836.1172,1205991.188,1607399.875,906963.3906,1598292.219,3074706.125,2037307.313
A2AS37,NA,NA,237235.4219,284641.9688,NA,250679.8594,391541.875,NA
Q9QZB7,1096641.555,382011.0156,1176758.773,1822249.219,1168639.219,1101218.836,2439567.656,1793014.125
A0A571BEV2,1043779.438,578509,1645110.375,2331134.5,1195542.5,1301682.625,NA,818009.5
A0A494B8Y8,127256.2578,NA,NA,287685.5938,NA,NA,319049.8125,NA
Q80TE0,22657902.88,6722762.547,42518916.39,84385497.38,17258436.81,14552413.63,25025452.16,37813982
F6RDI8,379531.9688,212706.8281,608142.3125,NA,847490.8125,493724.9375,344504.9375,NA
Q8BFR4,NA,NA,NA,NA,NA,NA,NA,NA
O08586,212126.6719,NA,417322.8594,517331.875,502694.2969,222515.5781,503486.2031,359249
P63147,428516.7344,NA,NA,1126583.219,257325.0625,418465.5469,362115.9375,219913.0781
A0A1L1SVG6,509828.2656,NA,103749.9531,NA,349589.875,NA,NA,421958.7813
Q0P678,NA,NA,NA,NA,NA,NA,NA,NA
D3YZN8,511951.5938,244729.0313,571366.625,1542361.25,732662.1875,530776.3125,1254010.5,781080.125
P50295,181706.9688,NA,120254.5234,172837.1406,107426.2422,NA,243550.7031,153871.7188
Q8BX80,81496.89844,44584.53125,79199.45313,195951.25,100524.2109,80855.5625,153162.9063,130020.375
L7N259,NA,157477.2344,844140.125,NA,720116.0625,477015.8438,NA,397895.5938
Q9DBC3,80739.91406,32507.43945,95633.0625,183263,102100.6641,NA,171891.2031,109899.4063
Q8BVL3,NA,NA,NA,NA,NA,NA,NA,NA
Q8C650,549348,283529.9375,1200986,1691802.125,1117843.25,910712.4375,1026006.75,1349264.75
Q3TCN2,NA,NA,NA,NA,NA,NA,NA,NA
Q7M753,43786.89453,NA,63950.07813,80176.07813,44395.9375,58459.51953,113512.6563,64329.25
Q31125,82937.64063,NA,56650.00391,125821.9688,128919.3438,88578.08594,65382.6875,65248.0625
Q9DA79,92468.67969,522853.3438,156681.5,179467.2813,170345.2656,NA,NA,188097.25
E9QMK9,106643.5781,54362.45313,147885.5977,183066.2813,133340.6406,113807.041,137296.1563,203147.625
Q8BFS6,1765332,944468.1406,2864592.625,2541435.813,2009631.969,1616762.031,2682692.063,1966227.125
A0A1B0GRF6,1468489.281,652185.4219,2672041.547,3593519.813,1132138,1461004.859,2576658.313,2833702.875
Q8R4H2,NA,297506.9688,NA,NA,NA,NA,NA,NA
Q8CDM8,42206.80859,NA,50786.95703,92217.33594,NA,56896.28516,NA,NA
Q91VY9,39941.99609,NA,50496.24609,69912.25781,53693.07031,45213.98828,85311.41406,36830.66797
Q9CQA9,340047.125,179998.0156,458726.875,404857.375,264563.75,363301.8438,448800.375,470981.5
Q9Z0G9,84264.20313,NA,NA,41989.85547,75808.42969,20492.24805,42377.61328,NA
Q9QZL0,NA,NA,NA,NA,NA,NA,NA,NA
P30999,NA,NA,NA,NA,NA,NA,NA,NA
Q9R0M4,NA,124599.5234,563398.4375,682596.0625,57544.75391,270906.75,619006.1875,860002.9375
P28574,147473.7656,NA,166272.8125,222212.0625,171253.4844,200568.1563,431334,182583.8594
Q60876,1383684.438,741256.3438,1279540.875,1332954.938,1390388.5,999389.5,1002321.188,1081346.25
P35285,NA,NA,NA,NA,NA,NA,NA,NA
Q9D711,282218.9375,NA,205955,806489.4766,197583.5781,216532.5625,634810.6055,763041.8242
Q91W82,438665.1563,NA,NA,NA,NA,NA,397624.1875,178868.0938
Q9EPX2,NA,NA,NA,NA,NA,NA,NA,NA
Q8CI04,NA,NA,NA,NA,NA,NA,NA,NA
Q9D4V0,188564.0625,83437.02344,243063.125,516653.125,381692.6875,219533.1094,565029.375,311766.4375
P62331,335973.7188,155454.125,255324.5469,NA,526342,NA,391145.6563,NA
Q60932,NA,NA,NA,NA,NA,NA,NA,NA
Q3UM29,369715.0625,170000.9531,312842.3125,281735.6875,442098.8438,255161.8906,264734.25,300352.5313
D3Z7S8,NA,NA,NA,NA,NA,NA,NA,NA
Q9D4H8,753592.2109,359729.1641,570975.5703,1159840.813,626978.0781,681055.2031,1400907.047,895977.1094
Q3UST5,NA,NA,NA,NA,NA,NA,NA,NA
Q9JL62,1115776.625,1319817.922,255211.8906,342521.5,805820.8438,1438888.969,1180779.094,248460.4688
Q64459,1673147.594,1106716.211,1966319.625,3119293,2210599.406,1052900.406,2765982.188,1800361.125
Q80Y19,614135.041,576327.3496,1344744.793,1937354.379,844427.1445,916362.1484,1574583.635,1437048.273
Q8BIJ6,NA,NA,NA,NA,NA,NA,NA,NA
Q68ED7,NA,NA,NA,NA,NA,NA,NA,NA
P21180,306137.5938,416029.2188,171569.4375,698217.9844,613804.75,532197.4844,412146.8281,700529.375
A0A087WNU1,244263.0469,NA,NA,478753.8438,284003.8125,NA,319849.25,194368.0313
Q61142,NA,NA,NA,NA,NA,NA,NA,NA
P62737,1511315.438,1039123.797,255792.2344,488601.7188,3417897.219,805254.5938,NA,NA
A0A140T8Q3,NA,NA,NA,NA,NA,NA,NA,NA
Q8R1H0,186805.3945,70406.72656,104144.9805,135319.375,61270.39453,57150.35547,118138.375,66583.24219
Q8BUG2,NA,NA,NA,NA,NA,NA,NA,NA
Q9JJC6,NA,7722.940918,NA,NA,23296.66602,NA,NA,NA
Q80SY5,94093.41406,NA,NA,NA,208343.7188,446148.6563,NA,NA
P62743,424504.2188,NA,593423.125,406771.0313,722526.5625,433191.0625,412881.8125,NA
Q8R344,115441.0781,64744.07422,83055.82813,72669.50781,150284.2656,55232.59375,NA,30559.26172
Q8BZA9,NA,NA,NA,NA,NA,NA,NA,NA
Q7TMY4,8776962.965,6636632.73,7691034.995,5300603.9,8488611.465,5691304.378,5565880.986,5827339.324
Q80U44,NA,12955.02051,32287.92969,94163.84375,40896.58594,NA,82779.99219,53977.10156
E9Q1M6,25826.07617,NA,NA,NA,22056.60352,NA,NA,NA
O09106,NA,NA,NA,NA,NA,NA,NA,NA
Q6NT99,122282.6016,NA,222075.4531,225827.6719,348822.625,NA,209668.1094,179043.3281
Q3U1V6,199747.875,434340.8125,166752.1406,NA,NA,497343.5313,NA,902640.5
E9Q2S0,NA,NA,NA,NA,NA,NA,NA,NA
P43247,NA,NA,NA,NA,NA,NA,NA,NA
O88452,NA,263455.1563,NA,NA,NA,NA,153578.4063,NA
H3BKG0,1378375.281,437333.8984,1000576.594,687143.75,587656,309103.0938,1861820.938,1083805.219
Q9DBL7,201110.0469,NA,126978.7031,150677.5,188732.2188,138033.625,NA,197381.6406
A0A140T8M5,NA,NA,NA,NA,NA,NA,NA,NA
F6ZFU0,1572323.375,731546.5,1655511.125,2079196.75,1662697.25,1761979.625,3838419,2321551.75
P29621,NA,NA,NA,NA,NA,NA,NA,NA
P62631,NA,NA,NA,NA,NA,NA,NA,NA
E9Q448,1815922.703,650937.9375,1852397.031,2761902.875,1903891.875,970608.75,1860546.563,1354927.188
E9Q450,NA,NA,NA,NA,NA,NA,NA,NA
Q6IFZ9,NA,NA,NA,NA,NA,NA,NA,NA
Q9JJZ2,197072.875,94626.60938,197905.9219,279309.75,219408.5625,212173.375,274567.9375,279257.75
G5E8R2,NA,NA,NA,NA,NA,NA,NA,NA
E9Q1Z0,NA,NA,NA,NA,NA,NA,NA,NA
F6T2Z7,812669.3125,293208.4688,746145.75,249679.1875,695315.375,NA,NA,NA
P02104,NA,NA,NA,NA,NA,NA,NA,NA
Q561M1,573439.6875,165016.5625,647101.9375,1306912,701567.4375,527429.25,971134.1875,710289.625
Q6ZWY3,264708.0938,NA,NA,NA,289902.9063,NA,NA,NA
Q68FG2,558335.8125,214006.4063,742220.875,1016114.75,742261.875,483587.3438,974407.8125,792595.9375
A0A2R8W6J8,NA,NA,NA,NA,NA,NA,NA,NA
E9Q6P2,NA,NA,NA,NA,NA,NA,NA,NA
A0A075B5M4,NA,NA,NA,NA,571226.0625,771467.4375,NA,NA
Q9QY76,642109.8125,176325.0938,535953.5625,623186.75,589890.6875,225846.1094,371392.0938,560574.1875
P68181,179623.3125,NA,172080.3125,237678.4063,129766.9609,NA,236336,NA
Q58A65,234974.25,149948.7344,NA,411548.8125,287135.0938,NA,380376,NA
O09117,3076784.875,735252.7969,1671478.5,2105480.5,2379453.344,2165637.969,2027574.375,2341133.813
Q09014,136068.0156,76448.03906,307600.8672,355445.4922,107581.4844,240694,386713.7656,117993.5078
Q99NB8,187434.4688,57251.42188,185863.9531,196539.2656,NA,228485.2031,NA,NA
O08528,NA,NA,NA,NA,NA,NA,NA,NA
Q923T9,158956.6875,664389.5625,456231.4688,974608.2813,657472.5625,304290.4922,804438.1875,277166.9375
D3YXK0,1314497.625,306528.9063,942270.5625,3771461,557772,1453598,1938427.5,3609888.75
D3YYN8,41395.42578,NA,NA,70245.73438,67607.30469,NA,NA,NA
O55022,NA,NA,NA,NA,175841.0625,127965.0547,NA,121069.5156
B1AR17,1944541.125,240799.1094,560086.3125,1594091.375,NA,347206.0625,1402833,1193005.875
Q5SQX6,NA,NA,NA,NA,NA,NA,NA,NA
A0A0R4IZY9,110821.5156,93470.80469,115130.2734,199958.5625,176032.1875,NA,249271.8906,NA
A0A0A0MQM2,308558.0313,NA,161887.5781,278880.5313,374100.375,179458.4219,NA,194394.3906
A0A140T8M6,273473.5625,165504.3281,NA,645396.5625,245047.4531,700710.25,1526311.375,928131.8125
Q9D2W5,7448737.5,3623551.25,5271957,42453840,3796106.25,17307762,24305620,26134072
P10648,474352.375,178770.125,189036.9844,358343.5313,416251.0313,524563.625,NA,NA
Q8VCG1,NA,NA,NA,NA,304424.3125,NA,696225,NA
A0A1L1STC6,NA,NA,NA,NA,NA,NA,NA,NA
A0A1B0GT68,NA,NA,NA,NA,NA,NA,NA,NA
A0A087WPT7,NA,NA,NA,NA,NA,NA,NA,NA
A2A6M1,NA,NA,NA,NA,NA,NA,NA,NA
F7CG42,219507.625,224249.6563,NA,NA,NA,381492.0938,NA,NA
Q8CJ40,NA,NA,NA,NA,NA,NA,NA,NA
A2AWA9,213110.2813,90558.5,185733.4844,505513.8125,339308.1875,290464.3125,511554.25,328725.6563
P70699,NA,NA,NA,NA,190124.9375,NA,NA,NA
O35452,NA,NA,60873.30469,NA,23861.41602,48853.48828,129453.8672,47731.68359
Q4PJX1,932878.1875,415807.75,2160830.75,6045341.5,917750,1069146,1922756.125,3467746.5
Q91YN9,102118.0078,80162.9375,156454.9688,185243.0469,182659.2813,145042.3594,276443.5938,198212.2344
P63094,250911.625,70024.74219,166170.0625,327193.9375,NA,NA,NA,222864.9688
Q8BH60,NA,NA,NA,NA,NA,NA,215655.0156,NA
Q921W0,348686.75,132555.625,298750.1875,491450.9688,335521.25,625563.625,502207.9688,NA
Q6AXB7,16279.12402,NA,13305.35645,36616.44531,18961.10547,13178.77246,NA,23015.82617
Q9JI78,NA,NA,NA,NA,NA,NA,NA,NA
A0A087WRH2,863712.7656,NA,254849.7344,201414.6406,165406.9375,NA,NA,261092.1406
P62305,682136.125,202541.5156,758193.0625,845611.25,853575.4375,400092.125,507403.5313,508207.5625
E9QNY8,153391.0938,262119.2969,302946.375,318347.25,NA,NA,208646.8438,423986.25
E0CZE8,162019.0469,595159.625,NA,136476.5156,NA,85514.96094,147327.6094,183519.375
Q9CQ10,528701.25,183789.5469,357186.0625,NA,378137.5625,NA,NA,NA
A2A930,2195253,803928.6875,1326419,547973.625,1907790.25,683430.875,612914.25,431180.9688
Q8CG71,NA,NA,NA,NA,NA,NA,NA,NA
F6XVM5,2748308.75,1299322.25,5091459,4089939.25,2462884,3417524.25,3853301,4423823.5
D3Z4Z0,NA,NA,NA,NA,NA,NA,NA,NA
Q9CX00,NA,NA,NA,NA,NA,NA,NA,NA
Q6PDB7,NA,402909.4375,NA,NA,NA,NA,NA,391867.7813
Q9CQV6,116184.8594,90846.75781,135152.8125,216113.1875,189307.2031,150790,216140.7969,148363.9531
A0A286YD87,NA,NA,87560.36719,179238.3125,NA,NA,301184.2813,189289.1406
P61290,886313.0469,411373.8906,783892.2188,NA,1009007.922,410807.9531,1552282.141,404777.2188
Q3UZA1,256021.8438,NA,321911.0625,287118,219174.625,215413.5156,357770.0938,228728.0156
O54941,164980.5,44645.59766,197949.3125,269384.0625,158020.9063,NA,NA,NA
Q8BFR5,NA,NA,NA,NA,NA,NA,NA,NA
Q543M9,275601.1875,66781.23438,191544.2656,342817.2188,158290.5469,170696.5469,194233.6719,248729.4375
Q8R2Y2,NA,NA,NA,NA,NA,NA,NA,NA
Q6ZQ08,NA,NA,NA,NA,NA,NA,NA,NA
A2A4X9,NA,131260.8125,NA,NA,NA,100308.7813,NA,NA
Q8CJG1,114000.3594,NA,95409.96875,141471.7031,NA,NA,247696.0469,NA
A2AWI7,NA,NA,NA,NA,NA,NA,NA,NA
A0A140LIU3,220715.0938,NA,255840.75,NA,287985.6563,NA,227949.2344,NA
P09926,91986.39844,NA,73800.64063,139289.625,79915.25,64515.60547,84252.64844,NA
Q8K3X4,50295.51563,25604.33008,29378.08398,92303.70313,63427.62109,42164.69531,NA,53266.22656
Q6PE01,NA,NA,NA,NA,NA,NA,NA,NA
Q9DBR1,NA,NA,NA,NA,NA,NA,NA,NA
Q9Z0L8,64640.23047,249241.2969,NA,NA,113263.5938,173698.8594,204024.7656,130132.2813
Q6ZWQ7,NA,NA,NA,NA,NA,NA,NA,NA
A0A1L1SSS4,NA,NA,NA,NA,NA,NA,NA,NA
G3UX48,NA,NA,NA,90792.10156,NA,NA,NA,51148.82031
E9PYK3,61777.71484,NA,NA,238443.1563,161145.2031,94209.1875,NA,NA
Q8BM88,NA,178862.4844,NA,NA,NA,NA,NA,NA
Q6NVF0,NA,NA,NA,38829.05469,NA,NA,31520.54297,NA
Q8BGF3,NA,NA,NA,NA,NA,NA,NA,1113955
Q6ZPJ3,1650993.75,1014358.25,1680610.875,NA,3735340.25,2333063.5,4364015.5,1775841.75
E9QM90,NA,NA,NA,NA,NA,NA,NA,NA
Q8R307,NA,NA,NA,NA,NA,NA,NA,NA
Q8BU14,77216.32813,NA,NA,NA,86773.6875,NA,NA,NA
Q99LS3,NA,NA,NA,NA,NA,NA,NA,NA
Q9JKC8,162601.0625,NA,119763.5938,NA,121886.8672,NA,NA,NA
P97376,171888.6875,NA,NA,309219.5313,180389.5313,NA,215522.875,157473.7344
E9PVA6,80676.75781,NA,127652.0938,188389.5469,126081.0156,108226.4844,172422.625,172990.0625
Q3TKY6,NA,NA,289899.3125,416068.5938,NA,227702.2813,770662.6875,513733.1563
P97367,NA,NA,NA,3383292.75,2340133,2176122,NA,2609334.75
A0A0R4J124,123870.7969,112155.4063,159244.9063,NA,199462.6719,1201947.875,331697.7813,NA
A0A0A6YWM5,NA,NA,NA,NA,NA,NA,NA,NA
Q9QYF9,NA,NA,NA,NA,NA,NA,NA,NA
Q80YV4,NA,NA,NA,NA,NA,NA,NA,NA
A0A140LIS5,333109.9688,165181.4219,505872,618483.0625,478763.3125,380967,NA,444890.7813
A0A2R8VI57,NA,NA,NA,NA,NA,NA,NA,NA
D3YXN0,216953.4688,NA,123062.0938,NA,156539.3438,NA,NA,NA
A2ACP1,NA,NA,202127.3594,461104.9375,NA,601196.9375,274849.9688,225321.5156
J3QMC5,NA,NA,NA,NA,NA,NA,NA,NA
Q8K2I3,NA,NA,NA,NA,NA,NA,NA,NA
A2AKV1,NA,NA,NA,NA,NA,NA,NA,NA
Q00422,NA,NA,NA,NA,NA,NA,NA,NA
Q61771,58108.50391,NA,63300.78516,51039.54297,47692.83594,NA,NA,NA
Q91YS8,91354.33594,NA,NA,NA,NA,NA,454312.3125,NA
Q9CZU3,NA,NA,NA,NA,NA,NA,NA,NA
G3UXN2,NA,NA,NA,NA,NA,NA,NA,NA
G5E8F1,NA,NA,NA,NA,NA,NA,NA,NA
Q9CZE3,210656.0469,NA,148343.3438,NA,121281.8984,NA,NA,NA
P82020,NA,NA,NA,NA,NA,230838.2969,NA,NA
P60521,NA,NA,NA,NA,NA,NA,NA,NA
Q9WTX8,NA,NA,NA,NA,NA,NA,NA,NA
O35988,216662.2188,284681.4688,529191.0625,717963.25,581026.125,915957.25,1145992.5,672174.4375
P24815,120095.5469,60160.71484,181867.8906,287454.5938,116582.6016,187649.6719,171467.4375,173224.1563
G3X906,951207.125,470327.625,1112269.25,2341740.5,666533.25,615634.125,2324842.75,1716148.375
P21126,665064.6563,323128.1406,508287.8594,797389.8125,879032.4063,778595.75,1221225.5,310863.9688
Q8BWR8,200661.9844,107158.7969,NA,157694.7188,191961.1406,346508.3438,NA,NA
Q8BGR8,NA,NA,NA,NA,NA,NA,NA,NA
Q6P5C5,NA,194803.4375,373975.5,665312.875,NA,254201.0625,543283.5,NA
A2AX52,435208.5,NA,362733.6875,569886.125,392708.375,245701.375,765590.8125,430073.25
G3X9D6,679425.3281,374482.75,889782.5313,1221915.531,762733.2969,1209523.375,1229270.75,1070938.188
Q920Q4,NA,NA,NA,NA,NA,NA,1006919.5,NA
Q8R164,286011.0625,NA,214707.2969,577415.0625,397972.3438,NA,427107.4375,253512.5469
Q6UKZ0,1548067,NA,1439676,1969720.75,274940.5625,511777.4063,430336.5938,1100218.375
Q9CQG1,300697.4688,162563.9531,415379.5,NA,271737,NA,NA,NA
G3UYU5,NA,NA,NA,NA,NA,NA,NA,NA
Q9R1S8,49041.38672,18619.5293,32689.41211,62271.5625,61605.36328,58465.93359,NA,NA
O09035,163660.9063,NA,228015.9219,NA,150540.2031,258974.9531,NA,274520.1875
O08796,NA,NA,NA,NA,NA,NA,NA,NA
D3YYF1,NA,NA,NA,NA,NA,NA,NA,NA
Q6W4W7,219387.0625,NA,NA,NA,197680.2188,NA,306873.5625,NA
Q7TQD2,1204399.719,532651.2813,1192891.25,1922399.75,1774296.031,1001532.031,2526437.375,1628206.281
Q8BVC1,NA,NA,NA,NA,NA,NA,NA,NA
Q64GA5,NA,NA,NA,NA,NA,NA,NA,NA
Q3V493,NA,NA,NA,NA,NA,NA,NA,NA
F6QFD1,2544094,1550507.406,4170884.875,4486039.75,1841084.25,2348903.625,2244664.625,3649905.5
A0A1D5RLH3,NA,NA,NA,NA,NA,NA,NA,NA
P52825,552062.0625,271057.1563,434058,286377.8125,440798.6875,305569.7188,280726.0313,190376.7656
Q9CQI7,1989143.188,1637716.766,1741017.375,2494103.688,2326187.125,1446161,2608920.688,1504397.375
Q3UHU8,826714.125,149335.6875,1078043.969,1454234.688,727291.6094,504458.6563,911104.8125,1030291.969
Q8C0J2,175404.25,77415.03125,211261.4219,360252.0938,239062.2031,233671.6406,343859.0625,257338.7813
Q91YJ2,2426688.75,512728.9688,1948910.25,4058235.75,669590.375,2045337,2064600.5,3624730.75
Q91WU0,218279.6875,NA,NA,NA,230947.4219,NA,NA,NA
F6RJV6,NA,NA,NA,NA,NA,NA,NA,NA
Q9JIQ3,38564.44531,NA,NA,120213.0078,NA,49383.1875,NA,NA
Q8VHZ7,NA,NA,NA,NA,NA,NA,NA,NA
P14733,NA,NA,NA,NA,NA,NA,NA,NA
Q99MD6,NA,NA,NA,NA,NA,NA,NA,NA
Q9CZG3,109092.4688,NA,NA,332140.4688,144952.2813,NA,NA,NA
B1AVF2,316545.625,113041.6953,NA,NA,340048.625,NA,NA,NA
Q9CQL5,NA,NA,NA,NA,NA,NA,NA,NA
A0A0R4J0B4,245886.8438,NA,261111.4531,597708.125,NA,NA,311904.0625,270058.5313
Q45VK7,NA,NA,NA,NA,NA,NA,NA,NA
Q924A2,1755989.5,609769.25,2095161.875,3043598.75,1578631.625,2577618.25,3746409.75,3003224.75
Q62168,98575.10938,74596.57813,NA,205097.9844,119962.9766,NA,NA,NA
O35134,NA,583435.5625,NA,NA,NA,NA,NA,NA
Q6PGC1,NA,NA,NA,NA,NA,NA,NA,NA
A0A1Y7VKY4,NA,NA,NA,NA,NA,NA,NA,NA
E9Q4Z2,NA,NA,NA,NA,NA,NA,NA,NA
Q9D4H4,26606.92383,11634.17578,37933.47266,48597.79297,NA,41535.26563,67094.46875,30233.48438
Q3UW09,NA,NA,NA,NA,NA,NA,NA,NA
A0A0A6YY13,162290.9219,1066118.5,311056.9063,NA,145154.2813,1568603.875,112246.2813,NA
Q5UAK0,77270.13281,NA,110567.3125,NA,90297.16406,NA,NA,86217.79688
Q8R3D1,NA,NA,NA,NA,NA,NA,NA,NA
D3YXF5,304482.2188,133842.4375,342842.375,254568.0938,NA,NA,426907.9375,426236.875
E9PUF9,713136.875,454282.75,1512957,2737417,1178897.375,NA,2930644.5,310492.875
Q60992,51486.6875,NA,73826.96094,NA,65796.86719,NA,134455.6563,90856.14063
A2AIX0,NA,NA,NA,NA,NA,NA,NA,NA
Q8BLR9,NA,NA,NA,NA,NA,NA,NA,NA
Q6P572,30499.36914,NA,32675.45313,78119.76563,31371.74609,NA,NA,18424.02734
A8Y5N8,265495.0313,54565.09766,NA,141321.0781,159936.1719,NA,265298.625,142071.5938
E9Q529,1309889.656,757804.0625,1199141.328,NA,1425024.875,1980051.313,6671182.531,5486374.594
Q9ERN0,221675.1563,NA,188409.0156,508835.5,227840.2344,177185.1719,395933.3438,476682.6875
F6RSY8,NA,NA,NA,NA,NA,NA,NA,NA
Q09LZ8,37274.27734,17925.36328,27453.25195,128346.3984,17290.19336,42134.73828,17416.96484,102550.4063
P97364,365875.625,123354.3516,212472.7344,278479.1875,472362.0313,NA,NA,NA
G3X8P9,NA,NA,NA,NA,NA,NA,NA,NA
P22005,254537.625,82603.78906,293562.1875,311975.6563,403799.4063,452784.3438,NA,521556.25
Q8VC57,8996756,4111823.25,10023916,11066420,24035768,10756204,13925363,7166676.5
Q14B71,182889.7188,NA,NA,462823,NA,NA,491810.4688,387971.125
