Accession,luminal protein 1.5
Q99LN9,0.0
Q9D263,0.7884274846904423
A0A140T8N5,0.8651585343922359
P52927,0.0
P21300,0.768574221721131
Q9Z320,0.7815780906300822
Q91ZX7,0.7278756823808017
A0A0G2JGU0,0.7691989733884277
Q9R0H5,0.7470941362931574
P47880,0.7508115023646419
G3X9Y6,0.7750447999812337
A0A075B5N6,0.8017033596058003
Q3TNA1,0.7596892069912573
Q8K1R7,0.7550826539140884
Q3V140,0.7508368008137537
A0A075B5R0,0.7750235763429186
Q9R0M4,0.764149281184682
P33587,0.7580684736293202
Q6P5C5,0.7405008882709774
Q91W82,0.0
E9QM73,0.0
Q3TYQ9,0.8034167251872266
F7AI87,0.0
Q5SWU9,0.7497442725149912
O35682,0.6984182855538694
Q3UZI5,0.7218433409406156
Q61398,0.0
P31324,0.6969402609645069
P97927,0.7058409037305434
Q04207,0.0
A0A1L1SVG6,0.6665078132011626
Q9JHL1,0.6925981378185161
Q6ZWY3,0.0
E9PYP2,0.8239886282245855
Q9CVW4,0.0
Q10470,0.697693045034947
F8WHV1,0.0
P25688,0.0
P49442,0.7636250250713675
Q9Z0G0,0.651343724471138
Q9ESX5,0.0
Q9EQ20,0.0
O88522,0.0
E9QKC6,0.7184489562064311
P70445,0.7113177489743447
Q6W4W7,0.0
Q91WU0,0.0
A0A1B0GSM3,0.6224187850311111
A0A087WS96,0.0
Q6P6I6,0.6132173405473045
Q9CQ86,0.740213068640539
Q8CD15,0.7630189156647494
A0A087WRH2,0.7183690860549311
Q80U44,0.599146285248422
Q91VW5,0.6164529638017274
Q8BYM7,0.686006614221027
O35638,0.5988265248921291
Q147Z4,0.0
P61021,0.7453706778314692
E9QPB2,0.560730550514694
P13595,0.0
Q62074,0.7299621965453885
Q8BWR2,0.7701087636703923
A0A075B5S6,0.7196885283554253
Q3UJB0,0.7285828813061422
Q9D1M7,0.0
A0A0R4J0S8,0.7140940271970335
A0A494B9A6,0.7303110260929858
Q62077,0.859800778544359
Q61335,0.0
Q9JHF7,0.0
P37913,0.7353859565410888
P30285,0.75434220476396
Q9QXK3,0.0
Q3TKY6,0.7258052636335107
B1AV77,0.0
P61027,0.0
A2ACP1,0.7049938414470045
O35609,0.0
P19785,0.0
Q921U8,0.6805824532153404
P04247,0.6995110712303053
A0A075B5R2,0.7087923317784581
O70503,0.0
P07310,0.9276561792017669
A2AS37,0.7142360033736737
H3BKU1,0.7022064601209476
P62858,0.8019095835819889
Q3UYV9,0.6945653626042219
Q80SY5,0.0
A0A6I8MWX0,0.7677098378681041
Q8K0G5,0.6840396806048306
P20065,0.7130244198110214
Q91YS8,0.0
P21550,0.8541667534790974
G3X9Z5,0.7481336525715874
Q8C1M2,0.6841303856819887
Q99LC8,0.6831010158095446
Q8C2E7,0.6922593863233382
Q9CYN2,0.0
Q9CSH3,0.6406019105670258
Q8BYN5,0.6861353477447888
Q8BU14,0.0
Q9Z2V6,0.7693012976518747
Q99J45,0.6898463436963508
P55288,0.6687981334285794
P02798,0.8146491731016396
A0A2I3BQE3,0.8630053006267464
Q9WU63,0.0
P97368,0.6606903752025924
Q9JIG8,0.688984286738864
D3YXN0,0.6763588105885775
Q8VHK9,0.0
Q9D9V4,0.6781460166325352
Q6P5B5,0.6858837557599438
P08207,0.9056860337874146
Q8BMY7,0.7299590128871665
A0A2R8VHF9,0.7168545463326591
E9QAT4,0.0
B1AVH5,0.6401996158948001
Q80UK0,0.7652109449578476
A0A286YD87,0.656717415019546
Q9QXZ7,0.0
Q19LI2,1.0
Q8BYH7,0.6561524954852669
Q64345,0.8118460573843368
Q62511,0.0
A0A1B0GR18,0.7391106502126075
