,IU_Finnerty_Estrus_n1,IU_Finnerty_Estrus_n2,IU_Finnerty_Estrus_n3,IA_Finnerty_Estrus_n1,IA_Finnerty_Estrus_n2,IA_Finnerty_Estrus_n3
Lman2l,4.849950192304671,4.9872463094766495,4.9178782631596105,5.124473698859644,4.952240981197724,5.069153682942988
Cnnm4,4.319571504142461,4.049778902898261,4.254473250214449,4.590275769034593,4.5219105061857485,4.433531650407033
Cnnm3,4.2602477492037645,4.687968218236404,4.50910902925908,4.354578146997205,4.161117563747992,4.676047781089014
Ankrd23,2.7447061871312313,2.593505804196596,2.650337013474219,2.3942038924630045,2.388534613497099,2.337054598618816
Ankrd39,2.8286229842839163,2.7683618535289805,2.785193384067726,2.5317166391327945,2.632414102471298,2.599839213576844
Sema4c,4.469225900182939,5.104201443981691,4.839267784730634,4.191990859328469,3.8046954349565736,3.8291353681833207
Fam178b,0.7962008462945412,1.285071734584145,0.9721774886479204,0.6505567220760635,0.17582226105124224,0.6430992456236289
Cox5b,5.570545993934213,5.240409866064305,5.283521634223555,5.317560130138952,5.386059457994808,5.028645921825398
Actr1b,5.286988886272397,5.172295344612621,5.191194097382886,5.266389447347572,5.350515305308994,5.112095541315715
4933424G06Rik,0.05693898712227472,0.05133585693004986,0.017697797411868783,0.0,0.10081743530634124,0.14194085740134768
Zap70,1.0496744834174216,1.3366950627513812,1.2262342584485901,3.1073789751931566,2.8317095016760145,3.436541689384288
Tmem131,5.881489434510885,6.072526934422324,6.09652465483566,6.082186749390375,6.092743287737897,5.935719802236304
Vwa3b,3.1838550348434933,3.1531970705263173,3.389845637554652,4.802588146986192,5.06388854868589,5.471806967293255
Cnga3,0.11369441521222068,0.0,0.0,0.05808617759581425,0.0,0.165399116627736
Inpp4a,4.195468603455761,4.42324884697035,4.44016191350183,4.487230536309673,4.470110011035099,4.551410336027771
Coa5,5.153753362473092,5.186179558017876,5.17710884526247,4.870363094259964,4.870480699840095,4.935207906257759
Unc50,4.448788857874279,4.440348885016824,4.438072631114286,4.3847289182593,4.332151156235283,4.498968467739099
Mgat4a,3.8211061253017515,3.9879625234056917,4.04566137506494,3.3524046053447174,3.35743719576492,3.375191905282739
4930594C11Rik,0.2536357101417965,0.07696161449925921,0.05307124731711281,0.11597752084120833,0.125902500459535,0.09480323068514838
Cracdl,5.327912582165464,5.361476987248201,5.298143121219188,6.228686356239678,5.9038315493243925,6.287523067774849
Gm19863,0.05693898712227472,0.582752451234035,0.17607599465425317,0.44964525723275883,0.39370330239419404,0.14194085740134768
Tsga10,3.5241958854416247,3.642455473619336,3.696527611608942,5.01573507949503,4.97237747484775,5.358235302005889
Lipt1,2.6611199764497964,2.6528203581537473,2.6251493935459065,2.6363413056576506,2.5956319171932862,2.903444808010144
Mitd1,3.60320611242663,3.395226579638505,3.370589356526453,3.2037573784270745,3.2401951208362716,3.1826312963299728
Mrpl30,4.299669920310909,4.282609007888141,4.3229374198010575,4.037483473212966,4.021119169626799,4.258458629568471
Lyg2,0.33548962902320095,0.20401541914933005,0.5397648819714415,2.158594373436856,1.728279653990414,2.7434451995804374
Lyg1,0.0,0.0,0.0,0.0,0.0,0.0
Txndc9,4.793533468181585,4.790329876587734,4.6706587516267675,4.7587062511982845,4.726624574406191,4.915912304417624
Eif5b,5.589245630296283,5.4677248833926315,5.506691839507824,5.322110545760063,5.41388223838222,5.417475657696405
Rev1,3.4529323784811936,3.282458560786553,3.5088468683182397,3.135512563771783,3.4054452884486457,3.274599103875835
Aff3,4.0684808903219265,3.7721220310901864,4.159657572726781,5.664512414840329,5.698006910320518,5.832992625600182
Lonrf2,3.273926568437117,3.5728918745384273,3.8891418909013065,1.263378625765974,1.4183187281909608,1.397488763361715
Chst10,4.5101420142900155,4.105461907059279,5.755169736499273,2.3836305464905263,3.495068209875115,2.2905707108541793
Nms,0.05693898712227472,0.27884364555209074,0.5243063020831148,0.11597752084120833,0.025244395991862765,0.0
Pdcl3,4.586691304025394,4.528951558663543,4.743214278655113,4.389786995976579,4.397621912906787,4.26581606116235
Npas2,3.8173573879736566,3.9311815288278296,4.5048140322838215,4.176054610765576,3.8378524961206892,4.396798883880198
Rpl31,6.554882278104675,6.457736541960529,6.501561961288657,6.298724972273658,6.247674544877262,6.261591898950683
Tbc1d8,4.11044823466005,4.459540398652156,4.353442553973133,4.226521357735835,4.171296849569526,4.372537701627001
Cnot11,4.398946502506774,4.394505381548357,4.473817777092739,4.57302218943022,4.5219105061857485,4.594065214007208
Snord89,0.3084206964186604,0.12804583228305882,0.39659216693259064,0.5017501529305011,0.0,0.3038740083870037
Rnf149,5.462992773869598,5.3829412308639695,5.4462758800008295,5.263986450513836,4.853688719347534,5.098275434054508
Creg2,2.203283085120499,2.7156331518439423,2.5033304573051165,2.7273644284081064,2.617861454322463,3.378431094571296
Rfx8,0.33548962902320095,0.22910336028781142,0.7843154837695138,0.31444609911707944,0.07566900052677897,0.3489216783075351
Gm3646,0.05693898712227472,0.0,0.0,0.0,0.0,0.0
Map4k4,5.312867044337429,5.573948728132085,5.448410598778189,5.0257074425911785,5.118539428636553,5.068556536980444
Gm16894,0.0,0.05133585693004986,0.05307124731711281,0.05808617759581425,0.0,0.04745483904659163
Il1r2,0.5915570613390426,0.10253704520958629,0.08837851092040189,0.11597752084120833,0.15090902301745615,0.09480323068514838
Il1r1,3.946383180628088,4.122245942482018,4.0839297214012085,4.191112140409332,3.847589154933855,4.054375433070002
Il1rl2,2.6650733627169316,2.830615431237029,2.5592896274686803,3.876589888266117,3.8378524961206892,3.8625934651301743
Il1rl1,1.4409227668035867,1.4899284900601426,1.9522410504127785,0.7433024132380208,0.7776249483878614,0.9608048985204994
Il18r1,2.7555859517723778,2.903381973626777,2.850496660552991,3.4417578756142944,2.8317095016760145,3.9967691132937255
Il18rap,0.61553907653891,0.7093684255953457,0.22810022638635832,0.2304307196621735,0.15090902301745615,0.28111856469070995
Slc9a4,0.0,0.0,0.035390054696854405,0.02905533515099825,0.0,0.0
Slc9a2,1.319718009506517,1.5747067066491636,1.4033241286659968,1.636050565159182,1.4298084492584628,1.3751496459819328
Mfsd9,2.986639204689099,3.1061246537177056,3.058023552884256,3.8944857121930454,3.8280201915507757,4.305662491322624
Tmem182,0.05693898712227472,0.05133585693004986,0.17607599465425317,0.05808617759581425,0.10081743530634124,0.09480323068514838
Pou3f3,0.2259514962969404,0.05133585693004986,0.14112089734472744,0.0,0.025244395991862765,0.0
2900092D14Rik,0.0,0.0,0.0,0.0,0.0,0.0
Mrps9,4.0398258940327185,3.9619302179496834,3.9863523918273724,3.9039009011178254,3.9842392379386316,4.2888724484391005
Gpr45,0.028481028656245362,0.1788002115220763,0.15862246860394372,0.05808617759581425,0.025244395991862765,0.04745483904659163
Tgfbrap1,4.9837459247065095,4.857975797978295,5.396036468714498,4.6335640297120735,4.64853123576899,4.531171330018618
AI597479,4.33536173981018,4.253841334707075,4.254473250214449,4.037483473212966,4.2441469662720435,4.1273828817462075
Fhl2,2.978000564430425,3.0174064793251576,3.5624321982275093,3.596433473973393,3.6119771847386586,3.8187717238491095
Gm8210,0.7083506428233098,0.7887328359833583,0.8368700976489045,0.6022372134310614,0.940642112545737,0.6234389930442333
Nck2,5.261901371647489,5.278057451026029,5.291572075960563,5.588342884599435,5.554831656310618,5.701507931909643
Ecrg4,5.819006012783917,6.001257328612287,6.321322106792216,4.986795516675726,4.438407181669456,4.508947719439715
Uxs1,3.8047592204719964,3.6610975663940364,3.7652070843274514,4.088438863631554,3.867838447934628,3.63269727745604
Tpp2,4.924686637903096,4.685601755273566,4.764566402454318,4.861407537111921,5.03046291864164,4.820335043652237
Mettl21c,0.0,0.05133585693004986,0.0,0.0,0.0,0.0
Tex30,2.2278498032874556,1.819858062488784,1.7094601175317896,2.3621483414102546,2.29222235281578,1.8597455299732482
Poglut2,4.091590091622681,3.8645450580081877,4.151892204557435,3.8644790594646117,3.9439943674170976,3.921641355876834
Bivm,3.7473624962607617,3.874188202116832,3.9850375102688202,4.114400124262714,4.0910357793806424,4.183194256035426
Ercc5,3.6486729716755426,3.855894674520807,3.880415586126358,3.8644790594646117,4.092722601475438,4.165671059100829
Gulp1,3.983117614823691,4.165408109827855,4.144066093533357,4.0083637656697215,3.8125308999466747,4.020892308097592
4930521E06Rik,0.0,0.0,0.0,0.0,0.0,0.09480323068514838
Col3a1,7.988423248209269,7.683781432109664,7.667231467773281,7.024873084247021,7.0739103268052,5.935468801727377
Col5a2,5.717007705918008,5.635007328876313,5.359587146734817,4.675598000522759,4.894206603136502,3.6899892884523835
Wdr75,4.008259152726728,3.5612992160674275,4.019946593268383,3.726197901111023,3.9142237326408957,3.6562539993171463
Gm5526,3.3284138303235857,3.056736282437537,3.2948929322185045,2.5037786500489765,2.4067499009749933,1.8003636232802216
Slc40a1,4.272238370451801,4.74180279981123,3.611386501621829,3.2720664123791767,3.9671892260970174,3.9720499873605912
Stk-ps2,0.0,0.0,0.0,0.05808617759581425,0.05047272216344353,0.0
Dnah7b,3.5241958854416247,3.7299173555727076,4.025648182504928,5.090717691103965,5.217435719524686,5.37530246629057
Dnah7c,3.4636831420462175,2.6048956771716263,3.5624321982275093,5.6338233693762145,5.865201035910595,6.235435415857658
Slc39a10,4.460706308229673,4.500280617409899,4.537532982651295,4.904543078040616,4.716286718878059,4.518310783280507
Tmeff2,2.657151051926587,2.7811241003976415,2.7292613283088034,1.5089408303294134,1.9473179034658088,1.5229122084161533
9330175M20Rik,0.0,0.05133585693004986,0.017697797411868783,0.05808617759581425,0.0,0.0
Cavin2,4.884145001638119,5.537018893388443,5.383112756143906,4.7691189129534095,4.481029967918628,4.747296934272579
Nabp1,3.3723127702361335,3.316524556159926,3.0842279225531595,2.576632395936806,2.7089084510784893,2.718809222795293
Gm17767,0.3889100591467235,0.49332866978171497,0.17607599465425317,0.17348499933881656,0.10081743530634124,0.1887675446439551
Myo1b,4.017526727876552,4.4928389743686985,4.492213598047967,5.2774288104543,5.274104203312554,5.353754203543991
Stat4,0.6856157242769344,0.9358248227488282,0.8750864790995877,0.4758479765065188,0.20062797522679618,0.5009787094756026
Gm3940,0.05693898712227472,0.0,0.17607599465425317,0.02905533515099825,0.15090902301745615,0.09480323068514838
Stat1,5.369086633669018,5.4231762403988055,5.139655286055489,4.753208425361152,4.655277020426369,4.49473670839691
Gls,5.485212473911614,5.354704160735495,5.409428982600582,4.981224993892869,5.5485610035662365,5.239703387279146
Nab1,5.354383099789158,5.366526674371717,5.4485629044630945,5.809261100410956,5.6392652771864,5.713019277039357
Nemp2,3.0232383167531722,3.487207898262819,3.487449028498714,3.5012810435705637,3.269378446473938,3.693537277824843
Mfsd6,5.8458875435990585,5.868472232896063,5.676985701881395,6.145180866881661,6.327634023233401,6.085647020233565
Inpp1,3.7228993720845525,3.7662006386434657,3.9155787789212844,3.9630309352593245,4.2273468840190445,4.126617290208041
Hibch,3.77386053589926,3.6096672998184567,3.670746574428844,3.5558080741234424,3.618765471047753,3.570593624759848
1700019D03Rik,0.2536357101417965,0.49332866978171497,0.6735512895567758,0.2586414953074637,0.05047272216344353,0.1887675446439551
Mstn,0.05693898712227472,0.0,0.035390054696854405,0.0,0.15090902301745615,0.0
1700019A02Rik,0.08535097285070306,0.0,0.0,0.08706821982314317,0.0,0.023734097738066867
Pms1,2.275281436080596,1.9203216612921399,1.7032395116748402,1.9541375547665927,2.1689167567633394,2.2063422071983396
Ormdl1,3.9274976098087473,3.5984949311615346,3.6752392067170905,3.7135276369352628,3.9051170682387006,3.756449923881866
Osgepl1,2.811707389292124,2.989445595615597,3.0156595488612488,2.916569659502906,2.698812511584097,3.2399318138615394
Asnsd1,4.616981890859698,4.807675111753553,4.587033595026861,4.577811601028343,4.608079572108991,4.827581898515021
Dnah7a,2.474598437595047,2.454579830018507,2.846408960275734,4.498284790910446,4.6388147857573285,5.012982805459627
Stk17b,3.6367488898434854,3.745801817647441,4.2609853213435445,3.5474814491908626,3.6415073991040794,3.4636380119209864
Hecw2,2.751972393115214,2.9686104238132724,3.089066020831741,2.068668644540198,2.174598122593404,1.397488763361715
Ccdc150,1.4019442154040012,1.3981199642371545,1.7032395116748402,2.9382865547745993,3.0960829842130297,3.7017673507218247
Gtf3c3,3.7187634321590606,3.8092114147999694,3.7798498347461953,3.8909320552048574,3.8969520990116173,4.097082001298758
Pgap1,2.76277444089884,3.054322769948905,3.0596815094262118,2.897574546339107,2.6920253275876993,2.603340321733899
Ankrd44,3.6633811307987476,3.9004972464860836,4.057969354386927,5.329461093280939,5.306675402598639,5.714116174032642
Sf3b1,6.489900720523538,6.412508523705118,6.503950169810734,6.323735344347018,6.4778461759339985,6.444757468861539
Coq10b,3.7553858121952257,3.2708411107217286,3.5339351992142594,3.0622873878552945,3.7348926710745265,3.087877962857578
Hspd1,5.691959513865736,5.250426991548257,5.572852591024991,5.746303198909414,5.934498367080881,5.68213071484235
Hspe1,5.06465162098956,4.548706196320349,4.74136270779073,4.626193695470521,4.791125650012753,4.632668815367001
Mob4,4.7643279535576655,4.530612762279774,4.6870982443172835,4.381100282324487,4.467216413500026,4.313317707595104
Rftn2,2.948656883086213,4.053351364256734,3.3258606443740173,2.6404742325643427,2.6503150184303665,1.9949537597133238
Mars2,2.5524962092263075,2.2246133724782777,2.540053686956286,2.2102607172094766,2.415736582080876,1.9692792275859399
Boll,0.05693898712227472,0.10253704520958629,0.017697797411868783,0.05808617759581425,0.025244395991862765,0.0
Plcl1,3.1405255501152385,3.3602169107755553,3.6671378984424314,2.6445903201800185,2.509670840254922,2.693556480210146
Gm6644,0.6856157242769344,0.4001063170299366,0.3801493596969323,0.3420066429334571,0.3701926719228173,0.3038740083870037
Satb2,0.6856157242769344,1.084314648814686,1.1056540863042046,0.6975772864789372,1.0708685086925334,0.8103382237517486
9130024F11Rik,0.2536357101417965,0.5385318782208615,0.39659216693259064,0.11597752084120833,0.2253124930926522,0.09480323068514838
BC055402,0.0,0.05133585693004986,0.035390054696854405,0.11597752084120833,0.0,0.09480323068514838
4930558J18Rik,0.0,0.05133585693004986,0.0,0.0,0.15090902301745615,0.04745483904659163
