Accession,luminal protein 0.5
E9QPE7,2.329993081126557
Q8BTM8,2.705343572491433
E9PVG8,3.639079306786509
P07724,4.167719069900395
P01027,3.1313006343147607
Q9JHU4,2.063201043097715
Q921I1,3.0819811805181097
P26039,1.8604792264730647
Q8VDD5,2.1765235924399295
Q61838,2.377449510782917
Q80X90,1.6196517100747798
P19096,1.8702407372092311
P08071,2.899744243834315
E9Q616,2.2138271149199196
Q6PDN3,1.5958898293828003
Q64727,1.887698168230687
A0A087WSN6,1.4457990743162068
Q68FD5,1.4728106325764736
P57780,1.8011736826466267
Q01853,1.9478674591766716
P63260,3.2344650109095285
P58252,2.3215528547705815
Q3U2G2,1.461384019658362
F8WIT2,2.1657077055788605
P28665,1.8932784918720489
Q8VHX6,1.0578893714154138
P11499,2.4183194038695195
P20918,1.6478227938179733
P63017,2.2164763208988294
P06909,2.1186795422784264
P13020,2.241345134575344
Q6URW6,2.2593014729694936
P99024,2.1025870881008655
P21614,1.9927341803493672
P10126,2.5326573168643574
G3X8Q5,2.9027968960885118
Q02053,1.583729134740558
E9Q0B5,2.1104649400726894
Q9JKF1,1.9329828587348545
Q62261,1.559088473563309
P05064,2.2878441912362333
P16546,1.14736412273473
P52480,2.302981573693886
A0A0R4J0I1,2.400521528990525
Q9D1A2,2.048536516777656
P24527,1.4890173018291122
P26040,1.9106919680342378
Q8CGC7,1.2628424590792906
P37804,2.2014904991979636
P15626,2.3920384060585373
P27546,1.536566483133958
Q91X72,2.327313050490761
E9Q5I3,1.490983048172295
Q61879,1.5048342706065696
O08677,1.916855730225194
Q9DBD0,1.0982878530349496
Q8K0E8,1.758788521440865
Q9D7Z6,2.323906996173056
Q8VCM7,1.5950672472286582
P23116,1.7709987354094026
P08113,1.4764306270548346
Q9CWJ9,1.5414070846306764
O08553,1.3869443136164719
Q8BFW7,1.1041784039340998
Q61768,0.7653623492963988
Q8CI94,1.2601063567248205
Q9Z1Q9,1.0792094132185333
A0A0A0MQF6,2.4315550512695188
Q00897,2.7117633418703586
P30416,1.5212267244447595
P97449,1.90917527485932
Q04447,2.2134340705935367
A1BN54,1.195560409562147
Q61598,1.4437871929327841
P17563,1.3284173325576842
P06728,1.8301382565924524
Q922D8,1.8165798740057724
Q8CIE6,1.0896787556464127
P27773,2.0354536927598685
Q00612,1.8187105877911887
P17182,2.440884306810774
E9PV24,1.7227860533085102
Q61781,1.9496319864956992
P60843,1.70326535897273
P09411,1.9487738494603233
Q9WU78,1.1768214410024498
P62259,1.9760717106026335
O55029,0.8948079339521724
Q8VCT3,1.1775835757768507
Q922U2,2.319365485351732
Q8BND5,2.044405413128389
Q6ZQ38,1.6077023303010138
P10649,2.256605356198837
A0A0R4J071,1.8342446094739502
Q922B2,1.0685142499170328
P20029,1.6200911072567061
Q78PY7,1.2545081178754558
P45376,1.6100802838089905
P42932,1.5467494407104463
P40142,1.998086465614595
P80318,1.4114468192793241
P21981,2.064108616836176
P26041,1.4829414027922954
B8JJN0,1.94482649673067
P40124,1.4949880096099137
A6X935,0.8879894922754582
Q9D0F9,1.2949792629909573
P05213,1.7744287096497071
P19221,1.168048443742177
Q00623,2.5616524450882836
O88342,1.5913394851196363
Q99K51,2.284882158893757
Q3UU35,1.2074612874276063
Q9QXS1,0.8527601160623871
P07356,1.916277211378702
P17751,2.01973785728182
P35700,2.15377621161588
Q61702,0.852709148216881
P07901,1.6552494804958742
Q91WT9,1.3338825298726593
Q3V117,1.1077826061433473
O88569,2.9529790830830773
P24549,1.3266822747654181
O09131,2.2080235860429216
P63158,1.8155257678696746
P11983,1.0061991152404668
P19001,2.1852728265783132
Q543K9,1.4754158794232999
Q3UPL0,0.8347808368915598
Q11011,1.1270946449090493
Q7TSV4,1.1710200648882656
A8DUK4,2.85375383191853
O70209,1.318014745663888
P80313,1.5468008929041015
Q76MZ3,1.228605804852799
E9Q557,0.9468554030427515
A0A1B0GSX0,2.252314959673972
P60335,1.276587534507079
Q8C1A5,0.8316271838980195
Q9DBJ1,2.047529701482226
B2M1R6,1.6112980935217378
Q9CPY7,1.3734980183112986
Q501J6,1.1244655546912146
O35639,1.204643154653675
P56399,1.7885958461367635
P10107,1.7770827372405615
Q9DCD0,1.753824688067759
Q9D8E6,1.0391798265035832
E9QA15,0.6211374175744345
Q64737,0.9449399035092894
P29341,1.0707205067238834
Q9QZE5,0.7245551235605668
Q5SUR0,0.994330030164607
P01029,1.4628260272837599
P70441,1.2028121219331505
Q99JY9,1.3405847036462053
O89020,1.1462201806162833
Q9Z1Z0,0.7169676780377398
Q9CWK8,1.0342699152623966
Q61699,0.5341019165306431
P10605,1.6531640868144981
Q99KC8,0.9295082589369118
P23953,2.0557946868174457
P20152,0.737936519509844
P47856,0.9163450611899251
Q61233,1.497447695884847
P12658,1.7632981276765893
A0A087WS16,0.8424773619213977
P00920,1.7483894635462354
E9PWE8,1.0239429205986312
Q8JZQ9,0.8371322489051476
P50580,1.3277771332978012
Q3U1J4,1.1517306993691243
P17742,2.228506244719228
P62960,0.5322408063213167
Q02257,0.6203204484857163
P14211,1.2765492027066934
P09405,1.4808512038912527
P48722,0.35435985648328583
Q11136,0.9193290201961393
Q61696,1.3734913064071543
Q8BZF8,0.5048021041162641
P46471,0.7306532027532519
P06745,1.725314909922646
Q8BGQ7,0.8108005950718455
P50247,1.6684799711432792
Q6GT24,1.7932620075207852
Q8R146,0.5899243967725709
Q8BL66,0.8187200969219073
Q80T06,1.3893202499517752
P80314,1.2239263445698552
Q91VB8,2.711579821989277
P28271,1.1195039499655808
P06684,0.4317733115033737
P32261,1.6250549015236986
P08003,1.1025397583934946
P19157,1.5433644452454318
O70570,1.5347591040033601
Q62523,1.050122794670131
E9PYH0,0.679171327458782
P62962,1.7658607873527379
P10518,1.116958440375692
Q8VDM4,0.7640995481681568
P97447,1.2627646096051075
P62908,1.14885230466633
Q9D0I9,0.7869566952039466
Q8BG05,1.2038503930058913
O88844,1.4740730837525478
Q00519,1.0645962279507175
P63101,1.8866635502467703
Q9CZ44,0.6119272402529923
P48036,2.0310972880834766
Q60864,1.2292436947535892
Q9EQK5,1.642909459526507
P50446,1.2107216147656423
Q8VDJ3,0.7498573714297744
P26645,0.7873249927213049
P47754,0.73136812508931
P68040,1.2534663723292065
P29699,2.0284991679758195
Q3U0V1,0.8031136241459385
A0A498WGD8,0.6813138845050661
E9PZF0,2.006718720728324
P48758,1.2188023947978683
P07758,2.2232121815834396
Q60854,1.2125455936370588
P80316,1.5161708815436161
Q60710,0.6584648266816301
Q62318,0.6574110228681717
P05063,1.478225196862244
P09103,1.4312541913141892
Q3TXS7,0.8565908350686237
P97429,1.1254329677330863
A2AMW0,1.0803547948251466
Q8CIB5,0.6271982640393259
Q3THS6,0.5801740629513229
Q08642,1.3888679324012136
Q9WVA4,1.5284201694773354
P11352,1.2804827336445836
Q9CPX4,1.1910325777588728
Q9JHR7,1.1196778268078766
P50396,0.9318377922105744
Q80X19,1.4676256450885414
Q99PL5,0.5939891651303784
Q8R1B4,0.8041249362192426
Q9QYB1,1.6473243154488886
A0A6I8MX27,1.4095722857206916
Q8BU30,0.7005391251843552
P97371,1.3369115448993525
Q9CPV4,1.1181028746743435
Q62010,0.8654311434752362
A0A0A6YVP0,1.2271516028478784
Q6A0A9,0.09806578877630293
Q9R098,0.5394336684081628
O08529,1.6245999956040098
O70133,0.09522925094168115
Q8CIN4,0.9819611732572023
O08739,0.8834635300099756
Q8R0Y6,0.4309413389305174
P18760,1.9928007566054509
P12382,0.4641313891055299
B2RQC6,0.7942163307017832
Q7TMY8,0.28298371562929414
Q9D0E1,-0.08186172425826459
Q3UW53,0.7181315660470282
Q03401,2.4651514257549745
P00342,1.9331136908717197
P55264,1.4425708330784028
A0A7N9VSW1,1.2222233819526414
Q9QUI0,0.8737441142999542
P80315,1.02483057411352
P15105,0.6816399343202877
Q8BJY1,0.6604641632991712
Q9D819,0.9993344046757642
Q19LI2,1.4326985702989974
Q9JIF7,0.7322759920661039
G3UXX3,0.936221357214798
Q91WQ3,1.2243755892865575
Q99KQ4,0.6077347870810239
P18654,0.807638964720081
Q3TVK3,0.7824475918183509
P51125,0.146290953834443
E9QK48,0.9446750254739851
Q9QUR6,1.4515572206194682
P14873,0.5255199742248174
P70296,1.8533983143012767
P68033,1.446537877133079
Q91ZJ5,1.2311057220342851
A2A513,2.1960069873406423
Q5XJY5,0.9356505285256635
P68510,1.5106517743961343
P28798,0.7412506125939718
Q64514,0.16615455879064736
Q8K183,1.3535781705074486
P62715,1.2705747286505402
Q8BG32,1.161523400591913
Q9Z2X1,1.4751568537249724
Q8CI51,0.48061432930734393
P01872,1.3478747854809296
O70400,0.8259810115763043
P03958,0.7899611306997203
Q5SQ27,-0.559237776181209
Q91X52,1.2823871849189465
Q91VI7,1.4947157868297818
Q01279,0.5890772591588608
Q07076,1.2937728794028542
P56959,0.8988997196108396
P68254,1.3400063442186745
P16045,1.745896379998733
B2RU69,2.3176541423328247
Q61129,1.236892837528685
Q07797,1.0667927330872122
Q8BH64,1.603754813494886
E9Q7Q3,0.9377598701358479
P97351,1.2999628283579456
Q9JK81,1.6353271963245621
P08228,1.9329166209477562
P80317,1.2674777667642974
Q93092,2.148542265114738
Q61171,1.1675236363986876
Q9Z0S1,0.690241489699746
Q6ZWX6,0.7656573641578195
P05201,1.2537562939633367
Q8BHN3,0.8964852189638811
E9Q3M3,0.38672749916732213
Q99KJ8,0.5366760526420475
Q9Z2U1,1.0151391126467195
O54990,1.0716387817417985
P62141,0.7926052947749909
Q8BH61,0.4922367787265435
Q9Z0N1,0.9961436680843848
E9QN99,1.0067905500340872
P03953,1.5382789961314998
Q9JII6,1.3211982276857566
Q8C3V4,2.005510917437434
Q9Z1N5,1.1342332979963952
Q61133,0.46381107296960794
P47791,0.9868154739290153
P62192,0.9677768997590862
P27659,1.0447621454463416
P39054,0.6790303865073533
Q01339,1.099318031235027
E9Q9E1,0.20014511051206996
P46935,0.8554823221547337
Q8R016,0.9194233853906165
P62242,1.0696929651719913
Q61792,0.8070539707040681
