Accession	luminal protein 1.5
P34884	75071133.3
P14685	8498509.984
P70460	9002654.438
Q3UZZ6	11496565.02
P08752	13164496.19
E9PYN9	317902.375
Q9R0N0	14420955.41
E9PVU0	7103300.297
P14602	43156769.9
P70663	3044647.77
P62702	15308273.72
P62983	197027917.1
O55137	48634649.66
Q99LF4	21115421.31
P09242	610353.4531
Q9EPC1	31239423.68
Q9CZD3	10716623.98
P97372	31282362.55
P42703	113308592.3
P29351	7321384.798
P97290	35162800.06
Q9R0P3	49618835.53
Q9Z1Z2	10391580.34
P47962	49356266.64
Q9JHW2	16905363.85
Q9WV32	38507714.13
P06801	8951399.586
P24369	18582765.51
P21460	4651244.859
P60122	5206212.563
Q99JI4	13426899.11
Q9WTM5	21351852.02
O70194	12413723.06
Q99MN1	19912383.64
P10810	1670289.695
Q8BMJ2	5390229.813
A0A0R4J039	65398549.17
Q8BK64	12451350.27
G3V018	6624841.031
Q8BP47	16017484.16
Q8BK67	6852891.063
Q8VIJ6	16348308.84
Q3UE92	12132565.67
O35685	11830689.52
P50516	20758252.71
Q9D8W5	9296022.219
E9PUD2	2443988.5
Q61553	11784510.63
Q05D44	79466593.12
Q91WU5	5939570.77
P41245	1885589.688
Q8BVI4	28196171.34
P0DP27	144633186.7
A0A1W2P6F6	117428756.3
Q9Z0E6	26215668.96
Q99KI0	9052390.781
Q7TMB8	13798898.65
Q9Z0U1	10694162.26
Q00915	42033850.47
Q9Z1Q5	46546507.89
Q9JKR6	4054585.875
Q64471	46957436.15
Q64442	7874894.453
Q8R3B1	3849647.531
Q3UDE2	6469981.266
Q61823	8901681.531
P62334	14061742.95
P70168	16971838.39
Q68FL6	5861289.742
Q06890	29674574.95
Q6ZWQ9	38381368.75
Q3ULJ0	56274021.03
Q62433	3584926.516
Q9CQT1	10178700.56
Q921W7	12189621.24
Q9CZC8	21568595.62
P70349	37209349.23
P25444	21320915.62
P48774	17103957.78
P31230	30174129.38
Q61166	43425623
Q9QWL7	101602669.4
Q00PI9	29135118.91
O70475	6752104.219
Q61646	5916938.281
A2AN08	8787279.064
P54775	46422794.74
Q9R111	15668630.72
Q6PGH2	7396135.688
P28474	63576931.52
Q8QZY1	9835897.094
Q7TNC4	12182187.91
P99029	48367174.81
O55222	10547110.21
Q8BJW6	1548343.352
Q61730	9139032.395
O35381	45822865.28
A3KMP2	523745815.3
P14148	40347597.02
P06281	1856640.914
Q9WVK4	16438454.41
O35215	33456169.88
Q62167	22796224.92
Q6P5F9	11342254.87
Q9D1P4	4701198.531
Q91YR1	15688581.05
A0A0R4J093	44474886.97
Q6AW46	4321317.578
P24547	5912116.75
Q9CX80	11396941.58
O09061	34510967.86
P47963	21866646.23
Q9CRB6	42013295.61
Q6IFX2	196099886.3
A0A0A6YXW6	3018265.625
Q9CR16	14259188.92
Q61247	29745868.69
P63001	94397125.06
Q9QZD9	16521535.75
Q8K354	13165250.11
P60229	18291434.3
Q924M7	5687451.984
Q09098	30996242.32
P04104	360329777.1
Q6P069	35088284.09
Q6PDM2	24274330.27
Q9CZ30	13443363.5
P31725	33736769.28
Q9CT10	6360954.703
P11087	3316151.188
P24472	69348703
F8WJK8	65839747.48
P09528	35221731.39
P35235	15357841.96
A0A0G2JFY5	6854167.109
Q02819	5139694.781
D3YWF6	17174380.78
P06797	5323831.984
Q9DCN2	15200194.92
Q9DBE0	39766707.83
Q99J09	2521894.27
P54822	9733879.875
Q61704	6933306.969
A0A3B2WDD2	22742454.64
P61205	22920219.86
A0A1W2P7A1	32132471.31
Q9D8U8	56275970.27
Q8C0L6	2446824.914
G5E895	7182516.625
Q8VDN2	2533288.906
Q9CPW4	18272518.5
Q61081	9292064.297
F8WID5	66629217.02
P07310	9579256.031
Q9JMH6	23035898.63
Q9DCJ9	8095422.25
Q8C845	22751930.11
Q9DBB9	10814184.94
O88487	12324397.43
P97855	4711814.168
Q8CFG9	7411800.711
P63037	4369679.25
Q9CXW3	7345736.945
Q6P8X1	10830960.52
O55234	10700376.86
Q9DBG5	6077003.629
P47738	9125091.422
Q9DBR7	9655488.359
Q8R1Q8	9664715.27
P10630	9699427.094
P62814	15010654.99
Q9CQ60	23610901.3
P53810	19830494.3
P61222	5022871.188
P10711	6691075.188
P35564	2826671
Q60598	14522706.73
Q8VCC9	2371025.328
Q9WVE8	10521962.99
Q8K157	33706418.55
O09159	1974868.531
E9PVA8	6032220.859
O88851	12749291.91
Q61635	6488208.969
P54923	11374839.92
P14152	139148464.6
Q91YR9	27456639.91
P05784	57753425.39
P70698	1220014.891
Q6DYE8	481998.6172
P17427	5886978.992
Q8BWY3	8087365.727
Q8CAA7	3370584.984
Q3B7Z2	2416001.953
Q62426	60611086.22
O55131	2655046.156
Q8BML9	56290561.28
P26262	13460735.09
P24288	21249226.95
Q9WUA2	7354493.594
P97298	16170574.49
P01898	5960897.641
Q810B6	3585837.922
P63028	38607151.78
Q68FL4	19358303.84
Q8BX70	8131036.477
P14869	26820421.94
Q8BTZ7	11951305.41
Q8BJU0	5962146.98
Q9JL35	5899997.609
Q9JLI8	2346250.703
Q99KB8	2707401.305
Q8BUV3	2729776.313
Q8K010	7409483.665
A7ISP9	16909326.45
P28352	20887458.09
Q6NSR8	10776760.77
P47911	36221913.51
Q8BTS3	5168081
P26043	10322732.86
Q9CY64	8606721.844
O70435	29504252.88
P19973	7407738.223
K3W4L3	14316745.39
O08804	7689333.906
Q07456	4951938.578
P08607	4060904.844
Q91V41	8936443.953
P35980	13572104.99
Q99LD4	7446234.906
P15947	869005.1406
P50404	23113184.73
Q9R0Y5	18385402.86
P56480	2326921.078
Q9DAR7	8142716.965
Q3TML0	11715116.19
P17710	3055204.336
Q91XV3	1952725.563
O88685	7834498.133
Q61074	6981589.234
Q80W21	7147119.906
Q923D2	23153048.59
P17156	8468036.891
P04117	64132228.72
Q9CR00	6100575.68
Q8C7R4	15301689.8
Q9WTQ5	15246954.77
Q62219	55478873.91
Q9R069	2140790.031
P24270	9833355.047
Q8VDK1	2754687.125
Q922H4	2982982.328
P30681	34885910.06
Q9Z2U0	42953052.56
Q61990	2680548.469
Q9CQC6	36928754.49
Q921F4	11194065.38
Q9Z2N8	1497785.688
Q3TTY5	252115269.4
P42227	4500300.938
O88958	7013929.969
Q99LB4	22691830.78
P62827	71282076.95
Q6P1F6	5000162.594
Q6S9I3	6242810.766
Q8BU85	6496710.688
G3UZ26	8353659.688
Q8BHG1	10587850.01
Q8R050	16331308.64
Q8CG76	12631739.14
F6ZHD8	5765100.781
Q8BGD9	6649584.422
O35887	483447.3438
E9Q414	30079338.22
Q8BZW8	5465201.984
P51885	46293654.9
Q9WUM3	16202839.44
Q64726	9930015.906
Q99MD9	4818691.234
Q4VAA2	3019828.781
Q91Z53	11171508.08
P01869	29159975.03
Q9WVJ2	9440069.313
Q9CY58	16628927.08
Q9JIF0	11161708.23
Q9QUM9	32998998.63
Q62446	7787037.375
F7CUP3	4981126.578
P29788	9493054.691
P70372	7493820.049
A0A1L1STE4	4891220.891
Q91V76	10371950.84
P00493	8865160.047
Q9CYR6	9850161.141
Q3TW96	7543464.969
Q9QXT0	1720307.438
P26369	3289693.672
Q9R0P9	3450127.109
G3X9Z5	426860.1563
P22599	375459965.7
Q05BC3	8240269.453
Q6Q899	6499102.281
P34022	14474538.32
P32067	11573188.67
O35744	2749431.656
P61202	5537744.904
Q922F4	8468553.844
Q9EPU0	6490398.148
Q9Z2M7	35207157.99
P97825	4299306.438
Q91W50	3908991.82
P51150	9165021.656
Q9EQ80	5298176.281
P62751	19524573.8
Q06138	6411110.844
Q9CPR4	13914278.95
O89079	21936054.8
P17918	15383605.91
Q8C0C7	52126798.36
P23591	21785859.75
O88456	18955977.47
E9PYI8	8156623.953
Q9JI75	3977676.641
Q62148	20753126.25
Q4FZE8	31764772.16
P26350	7435530.438
P70670	10938950.84
P63242	46834860.13
Q8C7E4	11746876
P61087	8564042.031
O09172	5523074.953
Q9QYG0	2694268.438
Q921M3	5705555.438
Q8BH35	7633108.625
Q9R1P1	13446784.36
Q6IRU2	17692812.56
Q9Z1D1	7853668.938
O35286	20193002.5
Q61655	6419855.789
Q9QZ08	4944772.391
Q8BVE3	3180511.125
Q9WVQ5	7371602.094
O35841	8519691.625
P63073	9979093.5
B1B0C7	2843569.57
Q9QWK4	2818501.688
Q9DBK7	8524461.375
Q9DBG3	6912481.328
Q78ZA7	9050099.563
O70557	75271885.27
Q9CQM9	18557035.2
Q91VH6	6332856.938
Q9D142	3388851.203
Q9QXC1	23743791.31
P97470	1029697.977
Q8BFY9	2933549.578
P62281	18864630.09
Q03265	895017.5781
G3X8T9	19458775.8
Q64467	20046720.83
Q99LB6	13275985.11
Q9CQ19	10415160.16
O54724	10933649.52
Q148R4	24410.47461
P42208	10447684.39
A0A494B952	21212520.16
P09036	2312411.891
P0DOV1	7531481.391
Q04857	1688924.684
Q8CG72	17887876.98
P63038	8671858.531
Q9DAK9	32634935.88
A0A0R4J049	4237899.523
P46412	23078825.8
Q60631	26564697.33
P00683	NA
Q64674	9667672.125
Q8VCA8	4508444.484
P61164	6362803.938
Q8BTY1	15598560.73
Q8VCT4	11073656.56
Q8K4Z3	15110621.88
Q9CQB8	6889785.961
P43274	24278585.19
Q99KP3	9263071.625
Q07235	3465536.875
Q7TPV4	2151949.328
P62754	5170110.25
Q9CYT6	1523353.219
P62717	7413221.672
Q99K48	5260980.141
Q62422	4073265.523
Q01405	1047072.18
Q6QR59	9284046.945
D3YUT3	13788489.84
P26231	3561903.313
P54071	39994953.98
Q99KH8	3152894.773
Q9QY48	NA
Q9DCC4	11754448.81
Q9CRB1	5113924.938
Q99L45	6703486.5
P70271	6073292.516
Q9WUK2	12212060.8
Q8CAY6	4560443.539
Q62093	22790733.69
Q9CQV8	80851345.84
E0CXN5	19161740.58
P54823	4116995.758
Q9DCV7	13358325.7
P32848	125291673.9
Q9JMD3	51690742.86
G3UXL2	20165001.5
Q6P1B9	7626919.469
Q9JLQ0	12507147.38
Q9WVJ3	3096466.406
Q99J36	4835472.563
Q9R1P0	23350653.81
P47713	3821439.492
Q9WTI7	3895269.188
P62911	4528860.578
Q9Z0J0	13364237.55
Q9DCT1	6789719.531
P62270	26427964.59
Q9CPU0	38089151.31
A0A0A6YW77	24545053.16
Q8C0E2	2448337.91
P97461	4174731.039
E9QP62	4673270.5
Q8R0A5	14737915.31
Q8C0M9	3355008.25
Q60967	4440684.594
P62264	15520995.13
P40336	5443424.297
P35979	19381286.72
P43276	208220053.9
Q9WTX5	9641186.156
Q8BG13	6143907
Q3UP87	1107094.781
G3X8T3	2600075.898
P58389	8883338.313
Q9R1T2	9422019.531
O35295	10090076.14
P45591	10668170.56
O08663	4300949.391
Q9DAW9	2382026.859
F8WI14	10581025
Q8C878	2435785.219
Q8JZR2	4532689.578
P16460	56233818.69
Q921M7	5475399
O54988	2316331.109
Q9D2V7	2175131.563
Q1HFZ0	3785979.703
Q9WUB3	1309825.969
A2AUD5	4737285.156
Q08091	5322793.844
P62918	15161354.17
O88947	4200323.547
P54728	22671150.88
P26443	4114425.25
Q61656	3269065.16
P61358	21891955.78
Q8BP48	3050799.094
Q8VDM6	2852961.047
O08795	10211613.52
Q3TGS7	80593375.2
P08121	1358381.5
P28660	10443630.99
Q6A028	2904145.563
P49443	2413440.063
Q61205	340829165
P35123	3229759.773
Q8BWT1	1507955.688
Q9ET01	7883130.125
Q9EQU5	31694117.81
P34914	5820239.922
Q9CZ42	4431982.5
Q542V3	2546460.375
Q3UXL1	4553633.25
Q9WTX6	2185957.141
P35505	2369747.641
Q9D0A3	10622953.75
P14206	33180024.69
P70202	4067592.094
Q9DAU7	17336844.88
Q9CR51	3955964.266
P11859	11173515.63
P70697	2042132.813
Q3UEB3	7096719.328
Q9JKX6	1204316.141
Q9Z185	36717492.59
Q60829	83689078.18
Q60737	3653954.258
Q9CWZ3	3859139.313
Q8CGA0	682474.4668
Q9DBZ5	2632560.5
P03987	9632145.25
Q91XU3	1838153.438
P01837	17295363.56
Q9QYC0	1411430.672
Q9CXA2	2002333.531
Q8R1F1	7328781.891
E9PUM4	580517.5156
Q6PDI5	1701299.406
P62317	7591093.547
P46638	31806690.63
P45700	1203603.148
P49710	3455918.813
Q99LD8	14602107.84
E9Q7G0	1072977.703
P16110	10122033.47
Q9CQM5	20296712.34
P05202	8359593.094
Q07968	1953992.547
P99027	25414668.42
E9PX96	15154801.43
Q64213	3783779.031
P47811	2236083.375
G3X8U3	6371652.813
Q3UZ39	2442399.203
Q62376	8094997.438
Q9Z204	5548019.844
A2AJB7	459220.4688
Q62348	26335998.38
Q9CYG7	3918861.953
A0A0R4J050	3035897.086
Q8VBW6	4615200.281
O88545	6305558.344
P46467	7181876.219
P39447	3049833.363
F8WIP8	NA
P35279	23869710.72
Q9CQI6	201890136.3
Q62384	612716.5234
P28654	16648718.28
Q62189	3524701.25
O35640	9299319.375
P49722	13813731.36
P48428	15323990.89
P42232	4664470.898
Q9WUM4	6618428.938
Q80YC5	1829679.688
Q6P8I4	1736177.891
A0A1B0GSU0	4099354.375
Q921K2	1988748.406
Q9R1P3	15023279.88
Q78IQ7	580052
Q91YQ5	1616124.719
Q9QZ88	12443391.94
E9PY39	41079821.13
P13439	4159935.32
P40936	27463855.94
A0A0A6YY53	10871473.33
Q8BUR4	1735330.398
Q91V89	9766036.469
P28843	2662244.172
Q91VK1	7663547.07
Q9JM14	9590068.813
P63054	39391351.43
P30275	10263996.31
Q99JT9	3137362.969
Q8K182	1769557.375
Q8BH58	1780570.438
Q04750	2835211.927
Q8BIW1	1358165.078
Q8K3H0	9945150.703
Q9Z2K1	72706269.81
Q5SUT0	4305580.031
P48024	1493512.328
Q9JLV1	3790943.844
Q9DCC5	16416156.06
P60766	13813041.4
P00687	672101.125
P21765	26737917.25
P68372	62375048.86
Q920B9	2085678.945
G5E850	3978710.125
P63328	1634501.969
Q6PAM1	1582254.484
Q9D8S4	4944107.344
Q64520	2386551.469
P56546	2787424.938
P61982	31183677.59
P56212	4767388.438
Q61805	5313986.266
Q9WTP6	301019.125
Q9CQW9	2226802.438
Q06770	48924778.86
O89110	3005490.984
P63254	99964170.73
Q99020	15209186.44
Q8C166	3175528.078
P59325	4163116.125
Q60865	3665299.336
P35278	5006772.625
Q8K274	1808914.188
A2ASS6	77400500.75
Q8R0P4	6240782.688
O70310	2505305.219
P09470	1092627.906
A0A0U1RPG8	1586510.578
P31938	3182910.828
P62889	4716923.531
A0A0N4SVS6	15835366.37
H3BJW3	6092691.547
O55135	4437782.219
P61082	5986176.258
A3KGV1	NA
F8WJ41	7354820.578
P97379	3728340.285
A2AIM4	39139817.38
Q9Z2Y8	5378490.734
Q8BHG2	7684931.234
P07744	25323967.98
A0A286YDI8	1450218.281
Q8BT60	6292347.75
A0A140LHA2	3196506.75
Q76LS9	615528.5156
Q99JY3	5450225.953
P28063	9856270.203
Q9EQR4	353656.25
Q91VW3	14770055.33
Q3ULW8	2342829.152
Q921F2	5555005.031
Q9CX86	2782097.563
Q63932	3146412.336
O88543	2829695.125
P63085	12187942.56
Q61510	2652190.531
P62137	2102386.781
P28658	8569121.219
P0DOV2	9236022.25
Q8R1G2	4045639.906
Q6ZWV3	11169799.27
O08583	1174167.203
Q9D6Y7	5717490.297
A0A1Y7VMN0	2205620.945
P60867	13719577.3
Q8K4Z5	539037.2539
Q61937	19313068.13
Q9D1E6	4421107.281
Q8CEK3	5325793.094
P62821	7205013.438
Q8K3C3	1484130.734
P53811	11812053.05
P97314	2164064.984
Q91XD6	1236133.367
A0A0R4J1Y3	23854697.27
Q9DCZ1	8228678.961
Q9QXD6	NA
O55143	3590305.25
Q9Z1G3	3798331.25
Q00898	21948426.63
Q8BTI8	3651221.297
Q9DCL9	12012404.44
Q8BFQ8	655989.4375
Q8K426	664340.75
Q9CQR6	4877722.531
P13864	3276872.504
Q08943	1178598.645
Q9EST5	25918683.22
P19253	6012906.656
Q01149	1247407.484
A0A0G2JE99	3403719.969
P14131	46348893.11
Q6ZWN5	19799551.59
Q60662	2192390.813
P21300	608298.5
Q9EQQ9	2505128.422
P63168	31194931.41
P10639	70069726.28
Q91VM9	1163924.984
O89112	4940766.734
Q8CC86	974451.3438
Q9D892	3837752.547
Q60972	2799473.406
A0A0R4J034	3104809.094
Q60692	15835149.2
Q6P4T2	1283498.969
Q9D1M0	3612937.5
Q64378	3462930.047
P22907	5488540.336
E9PXY8	1858174.391
E9PUD1	1101146.703
Q8BVF2	1706596.313
Q9QZM0	661266.7813
Q6P542	2109165
Q925P3	NA
P99026	16940435.38
Q61581	285757.5938
O08738	5126711.156
Q9DCS2	2330886.531
Q8CJ53	2842813.5
P41105	4453480.023
Q99JI6	7074758.219
P11031	9089176.313
P14115	8438633.156
Q62266	3353150.422
P62830	6224919.75
Q91YN5	2764450.469
P98078	1138121.906
E9PXX7	1246706.922
P55302	1309841.219
Q3U5Q7	2713380.625
Q9D883	10984276.69
Q62009	4649226.375
P97310	459961.125
O70251	11864038.13
Q80X50	1145878.563
Q6ZWU9	4008582.141
Q9QYJ0	4549057.234
Q9CZ04	3180774.813
Q9CR57	12525944.55
Q9ET26	1120266.797
O70250	672590.6406
Q61599	13324986.29
Q9D8B3	10702970.41
Q9D7H3	792148.4688
O09167	11984902.59
Q9Z0P4	121775.7422
Q8CCS6	2314747.563
O35226	4983127.797
E9Q4K7	1675485.391
Q9CZU6	7209438.422
