Accession	luminal protein estrus
Q9Z0P4	78764.54688
Q8CCS6	1866512.219
O35226	6295978.102
E9Q4K7	2145768.891
Q9CZU6	7576807.859
Q8JZK9	987858.5234
Q5SF07	550461.7188
G3X9T7	1633106
Q3TDD9	724020.6406
Q8R059	3389199.516
O54879	2486185.688
P13634	900292.0938
O54962	9143472.031
Q8K2Q7	2692297.563
Q99NB9	1069712.664
O70591	3420310.625
P62627	4529038.039
Q60994	24408020.75
Q8R317	4938205.344
Q9CQR2	7929609.906
Q03734	8531079.594
Q9CZM2	9678021.017
Q99JX4	6371893.063
Q9D0W5	2898678.414
Q6P5E4	928481.9844
E0CYV0	5120524.953
P45377	5303684.867
Q9R062	1947710.266
Q9JKB3	37516976.81
Q9QUH0	5456546.453
Q8BL97	5014262.75
P59383	3838833.859
Q08093	788754.7031
Q8BH97	649740.5625
O09164	1256570.031
Q99MR6	1869713.734
J3QNU6	4282347.34
Q8VE62	1142564.406
P82343	1523470.953
P51855	5055584.352
P61089	35269951.78
Q9D8S3	910237.0156
Q3TJD7	6461227.375
Q61759	NA
Q6PHZ2	6349910.656
D3Z5G7	895949.5625
E9Q740	829204.0625
P97807	4300760.703
Q9CR70	2707388.844
P70195	9615561.168
P35441	165701.5625
P70677	5172267.891
Q9DBC7	12128243.73
P84091	2181743.594
A0A075B5V1	3074548.406
Q60676	2515757.516
Q9CQE8	3779401.16
Q01730	13366998.85
O35127	1104717.219
P62869	34864029.92
Q7TT50	908502.1875
A0A6I8MWZ2	1475171.828
Q920E5	4662738.969
P53994	1816128.641
O35864	5580317.078
Q7TQH0	787103.6406
P62301	8659828.25
Q9JJU8	14948161.72
Q8VBV7	3587404.438
Q9CYI4	808032.0313
Q9D1Q6	4904362.844
P09041	491821.2969
Q91VM5	2405923.801
Q9CXI5	3418132.688
P47857	1665409.047
Q91VF2	8504068.633
Q8BVQ5	623230.9063
Q9DB29	5135750.242
Q5SUH6	1299456.859
Q9DB05	1445697
O35344	18157189.23
Q9CQW1	2293708.875
Q80UM3	4198521.086
Q99P72	663052.0938
H3BKR2	7638174.789
G3UX26	1472913.813
G5E8V9	883248.3125
P83940	7861895.121
Q7TNV0	2710964.969
P27641	634551.625
Q6PDQ2	3220753.961
Q8BX02	545001.875
Q6ZQM8	3741339.398
F8VQJ3	416126.0156
Q8K2T1	2536983.473
P16301	2794491
Q8VEE4	246990.0313
O35309	1364544.813
Q9D0T1	5303217.406
Q62165	NA
Q7TMM9	90788433.47
Q66JS6	1869057.469
Q8BP56	2044853.922
Q64339	819049.0625
Q8VI75	3493319.172
O08585	22418254.75
Q62084	1621304.125
P21550	351522.0625
A0A2I3BR29	3388796.016
P62897	3886114.125
Q8R574	3720946.859
Q70IV5	736383.4609
Q922D4	2323090.361
Q68FH4	7396155.281
P01899	3376348.031
O35593	7326098.969
Q9D8S9	1322044.844
Q6ZQK5	1920747.938
Q8BKG3	903401.2109
Q60739	3180231.531
Q6P9R2	2029718.703
P51432	1472947.75
O70172	1168871.438
P97311	850099.375
P23780	189596.4219
A0A075B5S2	807170.5313
Q8CFZ6	1866061.906
Q91YE6	1995412.492
Q9CX56	5071664.813
P01887	16554776.04
P12246	2334004.273
Q9JM76	44644004.9
Q9D8C9	279163.1641
P84089	5763333.344
Q9DBG9	2621446.875
Q9CR50	71149.66406
Q9JJV2	3538880.438
Q9WUU7	1941241.852
Q9CRC9	1672025.313
Q8CHP8	3747790.844
Q8VCS0	970912.5469
Q3UMT1	119594.1953
O70555	16524975
P62267	7395305.063
P62071	1055863.344
Q61881	1133902.429
P12815	2635764.313
P70671	634935.625
Q5BKQ4	1691071.906
O54782	879477.1875
Q80VD1	1868509.5
A0A1L1SVK0	4189532.594
P62996	1987450.313
B1AQF4	1511459.406
P08074	4394610.734
E9QJT5	4518613.922
Q9EQ06	7467764.047
A0A0A0MQC3	4642350.641
A0A0A6YX73	3647548.844
P52623	7858613.656
P14847	1670131.891
C0HKG5	1200821.156
Q920Q8	784256.375
P97823	3095856.281
Q99LC5	2765588.516
P09581	1966173.734
Q8BP67	6445832.25
P59999	28792035.5
Q9EPK7	893870.6875
A0A1L1SRG5	1943735.668
A0A0R4J083	261778.2969
Q8JZV9	799341.9922
Q91WK2	3456430.172
P16330	1465455.66
A0A286YDF0	609850.875
Q8CFX1	2139208.164
Q9D1K7	2986809.563
Q8VHM5	7937886.563
Q8BMY7	134647.1875
Q8K1J6	2307138.359
P20060	3901961.609
Q8VH51	369189.4688
Q64282	1166927.625
Q8CB58	10683796.23
E9PUA7	8954274.688
Q3V2J9	75972.64063
P27048	3145707.172
Q68FF6	582227.8984
A0A0G2JES3	8925428.219
A0A2I3BQE0	3715975.883
P56380	3293524.328
Q8CBB7	5317096.469
P31532	1968799.484
Q99JX3	896830.2188
Q9D1C8	1342782.188
Q99KR3	1540632.5
Q9JII5	1681460.375
P70288	1600010.348
G3UZ30	421217.875
Q9D281	469254.1699
O08915	NA
A0A7N9VR94	3158607.594
Q8VEE1	1255622.813
P70303	840413.6875
Q3TCJ1	1210762.797
Q9DD18	2039332.484
P45878	2627495.656
P62320	6114579.813
Q8BGC0	548199.7266
O54774	6033940.875
Q8VBT9	1097755.813
Q99PG2	1208082.34
P13745	16934375.5
Q9CQI3	6045583.406
Q9JJN5	1686008.25
Q3THG9	2285373.453
A0A0G2JGI9	3383696.539
D3Z7C6	14712883.69
Q9DB27	2693979.422
P50428	325096.1563
Q9D7I5	3800004.969
P51910	1113004.391
Q9Z1T1	1866527.313
P01644	1735574.875
Q6P5G6	1075764.289
P51163	426767.3906
Q8K1R7	NA
P06869	193499.1563
Q8K0T0	1880696.547
Q8CG03	581184.0234
Q9DCL8	4052255.938
D3Z5N2	7117229.266
P52760	3385219.813
Q99LI8	4679487.488
P84099	11359804.02
Q9DCH4	8635223.125
A0A075B5M7	3041403.063
A0A075B5R5	2897662.813
A0A1L1SSH9	9185830.016
P41317	912526.9688
O70318	2572627.016
Q61584	1460435.031
Q61398	298528.9688
P41241	2085849.578
P47941	2471129.828
Q61495	936944.2031
G3UZ34	4427280.297
A0A075B5T3	634313.8594
Q9D0F3	1656370.156
B1AZP2	1047224.047
D3Z7U4	768920.541
Q9CQE5	136368.1699
Q99L27	2142731.813
P47879	454939.2969
Q8R121	14908391.79
P62082	37219426.61
Q9JHK4	39816489.32
P97346	1853972.281
P31786	31847913.52
O55201	NA
Q91VC3	307847535
Q9JI46	4005944
Q9QYH6	615456.0938
Q8CJG0	1246273.344
E9PZF5	3650746.875
A0A2I3BQE3	663619.0781
Q9CPT4	2217841.094
A2ADY9	5953691
Q3UWL8	3387810.438
Q8K1B8	612635.9844
A2ARV4	2248820.047
Q9R1Z7	12799132.63
Q8R010	2458172.094
D3YTQ3	3084466.375
Q69Z37	3446893.82
Q91XL1	1636723.531
Q99NF7	693294.1875
Q9WUL7	3327099.094
Q99KP6	818924.0469
P63325	4283803.281
Q9DC50	3717811.828
Q6W8Q3	1749925.672
G3X970	504107.6328
Q9JMG7	2175610.422
Q8CI32	431995.7969
Q61191	1625079.328
Q80XD8	800706.1094
Q9D379	3717679.688
P61750	6395057.188
P39039	2373309.953
Q9R0P4	1023233
P35831	63270.05078
Q9EQH2	927116.4844
P23475	277656.8438
P62806	8165561.781
Q8BG95	2361960.969
Q3SXD3	1551788.719
E9Q2Q9	92773
E9PV41	4855921.66
O70325	2244336.609
Q8CBW3	994612.8828
Q6PGB6	6534698.094
E9QP56	3762660.875
P83917	2804364.18
P42669	5039332.617
P57759	1860379.75
O70456	4158248.469
Q91VH2	1003404.375
Q80XI3	382295.0938
F6V6T4	2836730.406
A0A0J9YU62	1623896.313
P18653	2312119.961
Q80ZX0	1100875.313
Q9D9G2	279882.5313
P35802	1325250.766
P23249	52105.26953
P05132	2869458.813
P67871	1887224.746
P31001	1834615.656
Q9JLV5	503943.4844
Q80SW1	1936205.531
Q9CYH2	2993834.531
Q9DBB8	862261.5625
P70122	2682394.063
Q8VEE0	1492970.938
P49962	902782.4688
P17897	3271093.906
A2A432	2760485.848
Q9WUA3	1646785.266
Q60668	149150774.2
D3YZP9	2158508.094
P70389	434756.4375
Q8VDQ1	6286177
P15864	4463293.75
Q9D7X8	2357397.891
P14069	40491524.94
O70305	89818994.79
Q8BH43	1035001.984
P58044	1995049.484
P60154	NA
Q8BYA0	1267000.297
Q64337	2149651.75
P18242	1490242.563
Q6NXL1	57366969.53
P20239	245682.2969
Q9WVP1	2029799.391
Q8VED5	849761.2656
P02798	271916.8125
A0A087WNV1	230967.7188
P25799	1224636.219
Q8BH69	3461834.125
Q9DCW4	15325891.09
Q923G2	1373526.883
Q07813	2241325.625
E9QAQ5	NA
Q64433	2994450.578
Q8WTY4	2720398.031
H7BWY6	2595425.172
E9Q1P8	509531.3281
Q3UJB0	888644.0156
Q9DBG6	3115600.063
P61148	5607007.063
Q9QYJ3	766513.0156
Q8K3W0	1863316.188
D3Z0V2	841241.8438
P82198	1325708.297
P57784	4074772.906
Q6IRU5	2961157.172
P47809	6724885.188
Q91YZ8	853919.2188
P09803	4111671.211
B2KGA7	3222991.063
P70274	1833899.836
Q8VCI5	1982558.031
Q4KMM3	220346408.5
Q9EPL8	1043741.063
Q9Z0P5	1879213.766
P61255	10814008.26
Q8BY87	1081064.688
Q8CH18	957340.1992
Q9WTL7	14285198.88
Q8CDG3	1213862.582
P31324	NA
P54729	1175657.113
P58871	534126.4531
P63280	5282152.688
Q8CHP5	2619880.125
Q6NZB0	3502129.344
Q9Z1R3	1614154.438
Q6ZWZ4	9560373.219
Q9QZE7	2940039.188
P97765	2745036.719
Q3UJD6	1247452.938
P61514	2494402.625
E9PV38	3434768.578
P15327	1322526.273
A0A0B4J1I9	500522.3438
Q9WV55	1626939.07
Q9ES00	1351502.141
O54983	430007.125
Q62074	NA
Q62419	763523.7031
P49717	510350.1719
Q8VDW0	630003.0938
P26516	3871235.594
Q8K0G5	247037.4375
P20352	NA
P37889	437999.3516
Q8BVU5	1652540.672
Q3UMU9	823776.8672
P63276	3961089.813
P12025	549845.2969
A0A494BB95	4932104.969
Q3TLH4	224345.8828
P14106	1356522.406
Q9R0H5	NA
P29758	1376235.984
Q91WE2	366371.0117
P62307	2469871.469
A0A0B4J1H7	509572.875
Q9Z1K5	1551668.93
O08540	1072221.125
Q8CI33	1205694.625
Q3THK3	3456634.172
P27005	98576.59375
O88593	2318890.625
J3QN89	171914.5781
P97350	1348567.156
A2BH06	4888185.73
P61079	814827.8281
H3BLI9	3289310.406
A2AQN5	1634752.766
P33267	750049.0469
O35326	1226181.063
Q3UH60	74996.05469
O35594	230109.1719
P41778	1006158.563
Q8BVG4	627514.5234
A0A0G2JGQ8	9380737.422
Q99LR1	264255.0313
P61965	482897.0938
P30412	1339346.313
D3Z6Q9	108879.4922
O88587	3690053.859
D3YYK8	382091.4277
P62774	12463084.97
Q5SYD0	613207.6406
A0A0U1RNF2	1131213.063
Q9JLF6	1924206.156
P12265	4216396.453
Q9Z1A1	2749138.672
P62878	3037720.875
A0A1D5RM23	2074109.031
O08807	4423582
A0A5F8MPZ2	8244775
Q61249	632830.2188
Q9D1M4	6721895.422
O54734	1397062.984
P70158	NA
Q9CQ48	2530704.859
Q3UHX2	7348865.266
P28667	2024405.563
Q80UP5	1900284.203
Q60902	11730716.11
Q80W22	870860.4375
O09044	245344.8672
P01642	259490.9531
Q8K2F8	704393
Q9WTN0	6420801.969
Q3TNA1	NA
Q9DCG9	2246858.844
P70695	1963477.031
Q61414	NA
Q8CHH9	2930804.594
D3Z660	798657.4375
Q61087	1705224.125
Q78JW9	2500625.063
Q8JZL3	1027854.891
Q9D0M1	392010.0313
Q9CPX6	1414234.5
Q9CQF7	444135.75
P97816	7760714.5
D3Z2H9	7571694.98
A0A0A6YW06	941049.4375
P38647	NA
P97864	850466.3516
P22935	14471080.59
Q6DFW4	13145679.2
Q9JHQ5	1208851.594
P62855	6493019.234
Q91ZX7	NA
Q99PV0	3952962.264
A0A0G2JGU4	834441.75
Q9CR09	4431896.953
Q569Z6	102964.3281
E9QJW0	1572711.891
P08030	8881981.66
Q80SU7	2370669.105
Q922J3	601063.9531
Q05186	322064.5313
P60710	NA
Q99ME2	392040.1406
Q8N7N5	1178502.469
A0A1D5RMM8	886732.8047
P30933	NA
Q8BM26	NA
Q63829	1084836.203
Q61391	1005250.484
Q9CR26	5611566.75
P10761	1034345.063
P62849	1354920.859
Q9D1G1	1542654.902
Q9QZQ1	839754.2031
Q9R0M5	786683.3438
P61971	12116305.75
P61327	2373603.516
Q9QY36	623309.5156
P62315	2752629.969
Q8CG14	1339246.719
P60840	169854.4063
Q3UN54	NA
Q6PGF7	300271.8027
Q91Z40	135137.4375
Q6NXH9	100992298.9
Q99JB8	671972.625
Q02248	278602.6953
Q9CQJ6	1148115.359
Q9EQ32	403877.8398
Q9D0L8	1698379.672
Q7M6Y3	1410538.375
Q8BH93	868224.75
Q6PIP5	1606942.531
A0A338P7E5	3000458.484
Q99JI1	415937.625
Q6P5B5	NA
Q9EPN1	1415386.65
P49182	33907220.67
Q6EDY6	444184.8438
A0A140T8M3	421220.0625
Q9WV54	1600194
Q02105	1833921.719
Q9EPB4	10130518.64
G3X9C2	794485.4824
P83741	2059194.531
A0A0R4J092	7533911.859
A0A0R4J140	1113049.766
Q9CWW6	111567713.7
K3W4Q8	710432.5625
P01592	543681.3828
A0A0R4J256	5320166.008
O88271	962231.6563
Q9ER72	722950.9844
A0A5F8MPP7	3064182.934
Q9D5V5	3204470.688
P70333	4157195.063
Q9Z0Y1	2775393.109
Q9CQH7	2680720.945
Q6IME9	8503724.5
P36916	1091311.188
O09114	1351047.016
E0CYT5	2415646
A0A1D5RLN7	868109.7188
Q9D358	8686432.109
Q9D9X8	NA
Q8VDG5	1834608.828
P49442	NA
H3BJZ9	3911766.563
Q9CWL8	NA
Q8R326	NA
P84104	14187609.09
Q8BFZ9	605237.5313
E9Q394	NA
Q61187	1962751.938
P62257	1795306.563
H7BX88	981540.125
P63087	12468706.88
A2A5H4	196390.9375
Q3TEA8	566919.2344
Q99KW3	304996.3125
Q3UIA2	242729.6094
A0A140T8M2	1994694.75
P62900	8579489.512
Q8C6B0	1789623.547
Q8K2V6	94100.30469
P62311	2123167.672
Q7TMC8	916122.8594
P46414	1057257.125
Q9QXZ0	244022.1055
Q62048	6453391.125
Q91V12	937819.2188
P18419	975201.9219
Q6NZN0	15231548.06
Q3U0V2	762911
G3X957	NA
Q8R4K2	1514308.992
P62852	6621578.701
G3X9K3	7144081.766
Q9Z1W9	1316546.469
Q9QY24	49812.20313
Q62159	2670732.313
Q6P2K6	868049.1875
P28867	1380721.375
Q9D1J1	NA
Q6ZWZ2	1225723.813
Q8R5H1	8721376.879
P56375	1640248.406
Q9WTZ1	313075.9688
Q9WU84	458601.1719
Q9D6H2	308628.4375
A0A6I8MWZ0	374382.0156
P10493	291776.9453
Q9CR86	952237.5625
Q9WVL0	2481905.656
Q9D2R0	1115859.719
Q9Z0G0	NA
Q8BUK6	1928192.828
Q9CY66	88711753.49
P60824	1216597.188
P06683	895493.8203
Q6YI28	NA
Q8CBY8	293826.0938
Q91VA1	367831.9844
P97425	1822338.938
Q60866	253679.3438
Q9Z1R2	590641.0625
Q3UI43	745440.75
O54984	2509972.734
Q91ZR2	775690.9688
O08784	302234.8906
O54833	339329.4844
P10922	752692.1875
Q9D8C4	4256502.336
Q9JHH6	1025745.797
P67984	6128339.563
Q99J83	1341551.375
Q64669	410155.2188
Q3UQ44	731047.8516
P43275	2980815.313
Q9ET54	596327.875
P49586	1004364.422
Q9CQ92	671342.5156
Q8R409	1418856.063
Q9EST4	915974.6328
A0A2R8VHP3	15167078.69
Q05920	1116490.859
P43277	NA
Q5M8N0	2223051.188
Q921J2	856146.6172
O09043	NA
Q9JJ28	3277286.102
A0A075B5V8	1534083.75
D3Z598	271356.8604
Q64345	208324.8125
P56394	323631.9688
Q3TBL6	513043.1875
P56812	3180854.25
Q60596	99705.38281
Q8VCN6	894377.9063
Q0VGB7	491191.2813
P01675	425105.4375
A0A075B5R0	NA
Q9R008	243361.1797
P63166	617727.7969
Q61371	NA
Q9JMG1	1617693.963
P18528	NA
Q9WU28	3175995.875
P09055	186803.1367
Q64314	395282.625
Q9QUN9	NA
Q8VE47	2134128.93
A2A7K5	1010338.25
P09813	23202403.02
Q8R0H9	2590493.125
P61021	566040.25
Q5SWU9	NA
Q9D898	149655.0156
A0A1B0GSF9	68254.93555
P11404	2403252.641
Q9DCH6	1236156.734
E9Q0F0	181694790
P61957	12125428.55
Q80U87	4454843.734
Q8R2S8	277868.2188
P54726	1738998.508
Q02788	3219761.188
Q9JHW4	1942306.125
Q8K0Q5	66087.2041
Q69ZN7	4016811.109
O08800	1330086.75
P52430	10331492.28
Q8BPB0	4105166.703
Q63810	526584.5
Q9D0M5	10205700.83
P01638	3517352.188
P81117	383452.3281
Q8BW88	1944955.172
P51437	NA
Q78JE5	1295731.859
Q9Z2X2	1246815.938
Q2NL51	730341.75
P23578	599851.4375
Q9D820	347613.75
H3BKU1	NA
Q9JMA2	4112226.406
A0A0R4J0H1	649520.3125
A2AQ19	158320.7813
Q9CYA0	434097.4531
A0A075B680	NA
Q9JMI7	1965475.82
P55292	NA
Q9R059	148462.1406
Q8VEN2	11884908
Q8C0D5	10628273.63
O35601	NA
Q9R1Q7	557123.4375
Q9D263	NA
Q8R3C0	1012678.188
Q9ERF3	127875.2031
Q9D967	602860.9219
Q8BP92	237740.3125
Q3UMF0	31733.08691
Q921K8	956711.8203
Q9Z2V5	244648.1719
P10404	NA
Q9CXL3	192402.9219
Q9D0C4	338243.4375
Q91WG2	479082.7891
Q91W89	1228251.125
D3Z3B8	509187.1875
Q8VD62	26946219.66
P05480	710379.5234
O08759	921464.1875
Q8R5I6	1663718.563
Q6PAV2	385582.3105
D3Z4U0	1404519.344
Q6IFZ6	4927471.563
Q8VC30	803888.9063
Q60590	9187929.109
Q6ZWM4	1811797.375
Q80UY2	372862.625
P30115	4368571.938
P37040	735818.6953
Q3UE37	1351219.531
F8WHM5	251930.3984
Q9JKV1	705443.7344
P0C027	1776951.922
Q9QVP9	1475711.398
Q8BGZ7	8848061.5
Q8BGB7	725063.125
Q9ES74	450035.2969
Q99PP9	144644.8281
Q9JLV6	222504.5078
Q80UW8	448386.8438
P32233	151407.25
C0HKE5	9595965.443
Q9D1J3	2674079.875
Q3UFY7	2649023.844
Q9CSU0	677532.3438
Q8BMK4	1193305.406
Q9ERG2	1072853.703
Q8BFW4	123134.8672
P50518	2695314.234
Q9CSH3	361988.6094
Q9DBH5	3851407.094
F6Q404	5583611.5
Q5EG47	285850.3125
P11214	NA
O70494	91380.625
P62748	1168038.531
Q8BHZ0	666513.9688
P08730	1123422.938
Q61406	641513.625
Q9WTX2	1681596.359
O88811	124613.9375
S4R191	NA
P49138	220713.7383
P07091	921846.9688
P15501	NA
Q8CES0	537718.3398
O70492	1684228.25
Q64012	963753.8906
P02301	8913723.266
Q8BGR9	5786916.297
G5E8R1	858503.9375
A6H5Y3	456873.9531
Q9JI90	83199.19531
D3Z3N4	391789.2813
O08638	3816422.5
P00015	NA
Q3UHJ0	NA
Q9D020	514459.4688
Q9CQ86	1348042.797
P00375	1567357.078
Q9EPQ7	3306530.156
Q792Z1	9285897.563
A0A0N4SW28	1592637.625
F8WHV1	259207.4844
A0A5K1VVS7	256737.875
G3X8R2	304204.8125
A0A140T8N7	257374.4375
Q8C052	245633.457
Q8R0F6	686256.8125
Q9QZ73	782382.5938
Q9ERE7	4264246.719
A0A075B5M1	NA
D3Z4J5	248833.4531
Q99JZ4	709536.5938
Q62241	631995.1875
Q9QXA5	1276089.406
A0A0R4J065	502118.0938
Q61999	NA
Q8BSH9	1150003.375
P53986	272859.6504
Q9D832	288033.3203
Q9ESL0	NA
Q9WU63	727670.375
Q9CXY6	733564.9375
Q9Z183	4605521.609
Q6WKZ8	39931.91406
P08905	239405.1406
Q9JMA9	NA
Q9QYR6	830009.9375
O35955	1676588.688
P40240	2167123.313
A0A0B4J1I1	NA
D3Z1M1	1923402.156
Q6ZQI3	351252.6406
Q9DAJ5	65972.57031
Q8BPU7	149493.6094
P50289	213057.2344
Q5SVR0	284555.2734
Q3TIV5	497966.1563
P32037	NA
Q921I2	71861.67969
O35682	NA
O08749	538927.1875
Q8BMS9	189415.5781
P54731	609123.2813
O54916	272298.6719
Q8QZT1	241147.3477
Q8K0U4	180233.2656
Q9ER00	323590.0313
Q9D1T5	612688.9688
Q52KI8	2022486.813
P39053	832270.252
Q9DC51	674790.8906
Q71FD7	453481.8672
P49935	889388.6875
P48759	NA
Q8R5F3	1520510.566
Q8C4Y3	316522.2656
Q8BGS2	783469.6875
Q9DD02	829392.2656
A0A3B2WBC6	1644165.188
Q9CZH3	217584.9688
G3X9Y6	NA
A0A0R4J0H7	NA
Q9R190	474194.8516
Q63805	NA
O89023	270515
Q9JI48	378217.7188
Q08288	68473.69531
Q60648	650984.7031
Q9Z2A5	411471.4063
O35382	3271978.844
Q9JHJ0	1027398.492
Q8R3G9	448020.4375
A0A668KL36	108382232
Q8R1A4	2181265.93
P70445	455840.8359
G3X8S8	290750.4063
P97471	765446.1719
A0A1B0GSM3	NA
Q9QZZ6	309486.3438
Q5EBG6	NA
A0A498WFS2	8232667.828
A0A075B5P1	NA
Q9CYN2	83890.45313
Q8BHL8	46703571.94
A0A0R4J1E8	431209.5469
Q3V1L4	791692.2031
Q8K2Q9	821276.8438
P63082	NA
Q9D787	37989.39844
L7N1X8	217258.8594
A2AF33	2003766.25
O55013	5050125.438
Q04207	709999.2188
Q9CQD1	507155.9688
Q9ERU9	429646.4063
B2RY56	65561.73438
D3Z4S3	3063057.813
Q61189	314016.5313
A0A140T8N5	NA
Q8VCC1	506405.4688
Q9CS42	NA
P70399	41434.95703
Q6P2B1	260937.1563
A6H5X4	262912.583
Q8BH95	768367.6875
Q91VR8	848238.4375
Q60949	270606.125
Q6PFR5	573314.9219
A0A140T8M0	3022964.125
Q62000	1286299.25
Q9CX60	NA
A0A0R4IZY6	2060583.336
O35566	122354.4727
O55229	1735758.938
Q9DBS5	NA
Q9CQW3	NA
Q9QZ06	157536.5469
Q03963	560228.5625
H3BJ82	NA
Q9CRA5	75775.29688
A2AGS2	NA
Q9DC16	582295.6641
P25688	566774.5625
P01630	291938.0625
Q6NV83	244637.7813
P47880	NA
O88312	453842.1563
P01635	879538.5625
A0A0R4J131	602531.0938
P61759	2360843.891
P62892	594280.875
P61028	134515.6094
F6SJM7	2526658.438
Q80YR5	225194.5938
Q99J45	NA
Q8R0A0	1277090.625
P55258	8628087.969
Q64444	NA
P13595	182357.1719
Q91XF0	1918481.672
Q6PEV3	42014.27734
A0A075B5N4	162122.0469
A0A0A6YVW3	NA
P35762	234779.7344
Q91XD2	533982.0625
Q8BMA6	848494.5625
A9JTY7	NA
P97431	776746.625
Q61107	138991.2813
Q9EQG9	110098.3984
O35901	4890520.492
Q9D103	324726.8125
Q61024	162546.4531
O08547	1140903.406
Q60855	119608.3359
Q9D1K2	896098.4375
Q5SUF2	1802598.125
E9QLB2	325134.375
Q9CQ80	2134104.5
A0A2I3BPG9	2707065.125
P83870	195884.25
P55065	386091.9063
E9Q3Q6	641940.1523
Q3TC93	717505.0859
P35282	493925.7188
Q61151	444118.6875
A2AFQ2	222214.8281
Q8VHL1	3246045.391
D3YZZ5	12009406.94
P04247	NA
Q99JT2	165271.6875
F8VPL5	1145563.535
P98086	2379253.75
P16254	888532.8125
A0A1W2P8C6	NA
Q9JHI5	NA
Q8R5F7	215310617.8
P17095	197285.5781
Q91V77	1028716.25
P35550	646811.0938
Q80ZQ9	84583.28125
Q80X73	98173.73438
A0A087WR57	349682.2656
Q6PD03	1423080.375
Q61550	NA
P97352	931968.3125
O08976	2020570.75
Q8BVA4	3922336.188
Q99KN2	NA
A0A0R4J138	63976.16016
P70124	438184
P32020	670922.4063
A0A075B5Y4	NA
Q8K023	1058081.758
P15379	132530.7813
Q6ZQ58	759388.2109
Q9WV03	NA
A0A0J9YUG5	NA
Q9D1D4	7174250.625
Q9JHL1	NA
P47968	3428129.797
G3UYV4	650847.25
Q9QWR8	NA
P46737	13067280.63
A2BGI8	1098114.578
Q8VC31	3751733.801
Q9ESY9	173958.25
Q6PDG5	540244.7031
Q6P6I6	NA
Q7TSI3	NA
Q3UV17	258419936.7
Q6PF93	37406.36328
P70362	582485.625
Q921U8	NA
A2ATP6	69900.16602
Q80UK0	822087.9375
A0A2R8VJV3	1000389.375
A0A087WNT2	273817.25
Q3UY34	13694.5127
G3UZR1	2135762
Q9D7S9	10778285.45
P84096	NA
P17426	317825.0391
Q922E4	412938.9766
Q61473	39481.02734
Q61268	190309.6563
O08992	1428924.766
P68373	4105926.172
P97821	258534.2969
Q91X96	1262995
A2AQ45	498307.4844
Q8CIV8	396922.4063
P60670	NA
O35969	311025.3438
Q61239	1159866.625
P21279	397009.4766
Q99K95	NA
Q9CRD4	464237.0313
Q9D0J8	29912485.8
Q8K3G9	112019.2813
Q9CXF4	426305.7813
D3Z6I4	1106869.539
Q80UY1	108776.2031
Q91ZR1	NA
Q91VW5	NA
Q91YP3	NA
P24668	676268
Q64324	NA
Q9Z320	NA
A0A140T8N3	460738.4063
Q9JMD0	493269.0313
G3X982	196740.75
P29595	12902513.59
Q8VED9	NA
A0A0A0MQA5	8954376.625
F8WHX2	1279029.219
Q9WUD1	276279.2188
Q8CHW4	530521.2656
O88351	NA
Q8BYZ7	560830.9219
Q8VDD8	235728.4063
A0A0G2JFZ3	150241.75
E9PX53	5078841.828
Q9Z2L7	NA
Q9ER67	18819.40234
Q9D8T2	334444.75
P35492	698322.375
Q923L6	1289663
B0V3P6	228612.75
Q5U5V2	155138.75
Q9D554	203776.7656
Q91YH5	11059089.11
A0A0A0MQ99	165195.75
Q9Z2T6	NA
Q8CGY8	1003063.164
A0A075B5R2	NA
P61963	1080829.25
Q62172	70643.5
Q9CW03	144539.9375
Q80UP3	NA
Q9D0K2	957399.1016
P29452	569508.6406
Q06180	NA
Q64152	NA
P62858	206774.7031
Q80V42	72366.28906
Q8VC03	NA
P56389	615436.0625
P01132	NA
D6RFU9	600740.0625
A2AJI0	129017.4375
Q9D0B6	1415108.813
Q91X43	24939.64063
P35585	851955.3281
P54116	1127620.859
Q05144	815210.0938
Q99L20	9169097.359
Q8VE88	NA
O88842	238731.7188
Q9JMH9	3376663.531
P21570	388492.1328
Q8BIJ7	196429.7344
E9Q6J5	13739.71484
P62313	1404106
Q8CAK3	251512.0664
Q9R269	NA
P54103	306408.875
Q61475	NA
E9QP49	124549.8281
Q8CD15	1237542.328
O89017	536648
Q9QXB9	1558692.969
A2API8	263874.8203
Q3UPH1	657990.4375
Q08189	2590204.438
Q63918	407798.9375
Q9D708	627958.25
Q9D309	57795.62891
P28653	1139007.75
Q80WT5	857745.0234
Q9D1R9	3193434.844
A0A0R4J0R1	259768.6875
Q8BHD7	290330.0977
A0A1L1SS27	287235.75
Q9DB16	NA
P01680	350706.8438
G5E911	1602646.016
P51949	79190.08594
E0CYW1	1182816.234
Q6ZWV7	2748963.25
Q8VD75	1233803.227
Q8CF89	105494.2383
A0A2R8VHF9	48498.91406
Q8R3Y8	NA
Q8R5F8	3974668.156
Q9D0B0	208038.9844
F8VPP8	540883.5625
Q9DB34	313004.625
Q6A026	63118.58984
A0A0A0MQF5	275702.2188
Q8R550	3309045.715
A0A0A6YXN4	NA
Q9JK23	NA
Q99M31	1244685.75
Q7TQK5	281270.25
Q8CGF7	1240692.141
Q8VE70	1515592.031
P62274	2999784.523
Q9JJI8	1321402.875
P08207	1351044.484
Q3V140	NA
Q8BXC6	527709.7266
Q60575	413407
Q60960	948876.0938
Q8VHN8	143409.9375
