Accession	luminal protein 0.5
Q78PY7	22888066.52
P45376	48564166.84
P42932	42474306.24
P40142	110363077.4
P80318	31901237.66
P21981	126907204.7
P26041	37110618.23
B8JJN0	98602397.46
P40124	38068595.41
A6X935	10540093.05
Q9D0F9	24934163.71
P05213	68757894.83
P19221	19061989.45
Q00623	363613102
O88342	46676310.57
Q99K51	202459162.2
Q3UU35	20719608.06
Q9QXS1	9783066.096
P07356	92823046.67
P17751	115536055.1
P35700	153417415.5
Q61702	9782011.238
P07901	53434076.27
Q91WT9	27073219.74
Q3V117	16780108.51
O88569	832143614.5
P24549	26663930.55
O09131	172075182
P63158	75003818.2
P11983	13534986.18
P19001	163988873.9
Q543K9	36524441.82
Q3UPL0	9417925.822
Q11011	17479904.41
Q7TSV4	19182208.62
A8DUK4	674571726.7
O70209	26179435.03
P80313	42478930.05
Q76MZ3	21667536.78
E9Q557	11938001.36
A0A1B0GSX0	188979214.6
P60335	23982591.92
Q8C1A5	9355298
Q9DBJ1	122533048.5
B2M1R6	48689452.43
Q9CPY7	29440108.98
Q501J6	17382946.46
O35639	20596440.85
P56399	70849961.8
P10107	69145057.98
Q9DCD0	65825047.81
Q9D8E6	14513132.34
E9QA15	5993153.596
Q64737	11889719.93
P29341	15514627.93
Q9QZE5	7458949.555
Q5SUR0	13199341.44
P01029	35564423.98
P70441	20516807.77
Q99JY9	27459839.84
O89020	18201701.13
Q9Z1Z0	7340170.922
Q9CWK8	14363154.45
Q61699	4985232.811
P10605	53198845.13
Q99KC8	11507810.99
P23953	124694492.7
P20152	7673133.688
P47856	11191752.83
Q61233	38267215.52
P12658	67157662.17
A0A087WS16	9572535.531
P00920	65072454.73
E9PWE8	14052745.49
Q8JZQ9	9464894.773
P50580	26725765.13
Q3U1J4	18415145.48
P17742	179695878
P62960	4965642.156
Q02257	5982803.797
P14211	23980647.08
P09405	36946871.72
P48722	3408276.625
Q11136	11262630.38
Q61696	29439690.93
Q8BZF8	4685588.98
P46471	7555804.414
P06745	61972044.98
Q8BGQ7	8952034.32
P50247	54950891.94
Q6GT24	71552857.64
Q8R146	5610173.066
Q8BL66	9103289.109
Q80T06	30442281.46
P80314	21454083.2
Q91VB8	499339363.9
P28271	17201430.72
P06684	4014799.586
P32261	50127370.24
P08003	16595010.49
P19157	42171212.92
O70570	41410391.1
Q62523	14853054.48
E9PYH0	6776073.813
P62962	67522761.05
P10518	17109042.51
Q8VDM4	8109832.422
P97447	23291386.23
P62908	18303343.38
Q9D0I9	8511644.672
Q8BG05	20561925.14
O88844	36420826.75
Q00519	15314903.15
P63101	87185887.6
Q9CZ44	5877503.719
P48036	118346333.5
Q60864	21696798.14
Q9EQK5	52057109.18
P50446	20863020.75
Q8VDJ3	7869114.828
P26645	8518279.469
P47754	7567241.469
P68040	22837677.21
P29699	117697598.8
Q3U0V1	8807624.594
A0A498WGD8	6806858.969
E9PZF0	112397147.9
P48758	21222765.37
P07758	177694433.7
Q60854	20943685.05
P80316	39813476.41
Q60710	6485636.141
Q62318	6471192.574
P05063	36742173.6
P09103	33266487.16
Q3TXS7	9862675.156
P97429	17418560.89
A2AMW0	15834105.78
Q8CIB5	6070496.813
Q3THS6	5495629.633
Q08642	30413163.63
Q9WVA4	40858742.1
P11352	24181047.2
Q9CPX4	20011816.32
Q9JHR7	17207759.68
P50396	11564667.27
Q80X19	35927397.92
Q99PL5	5658626.766
Q8R1B4	8826489.508
Q9QYB1	52545618.15
A0A6I8MX27	31774971.78
Q8BU30	7089429.518
P97371	27247272.05
Q9CPV4	17150517.72
Q62010	10048873.56
A0A0A6YVP0	21600976.9
Q6A0A9	1981740.148
Q9R098	5041785.504
O08529	50079149.52
O70133	1969883.035
Q8CIN4	12858417.11
O08739	10439649.07
Q8R0Y6	4007739.063
P18760	109135787.5
P12382	4299273.969
B2RQC6	8643383.523
Q7TMY8	2930576.122
Q9D0E1	1354333.75
Q3UW53	7358267.578
Q03401	296464333.3
P00342	96189023.05
P55264	34072570.63
A0A7N9VSW1	21376925.53
Q9QUI0	10227170.73
P80315	14079160.98
P15105	6811556.035
Q8BJY1	6513127.961
Q9D819	13339832.7
Q19LI2	33368298.93
Q9JIF7	7581790.133
G3UXX3	11672418.48
Q91WQ3	21474483.92
Q99KQ4	5825601.891
P18654	8892354.527
Q3TVK3	8430831.91
P51125	2194607.992
E9QK48	11883058.89
Q9QUR6	34726560.73
P14873	4895535.273
P70296	81260862.48
P68033	34359742.47
Q91ZJ5	21782439.5
A2A513	167755646
Q5XJY5	11658330.44
P68510	39351295.49
P28798	7727122.906
Q64514	2288801.002
Q8K183	28225175.94
P62715	23679440.2
Q8BG32	18800650.86
Q9Z2X1	36504431.52
Q8CI51	4451844.406
P01872	27886645.33
O70400	9244210.145
P03958	8565920.133
Q5SQ27	493290.7969
Q91X52	24278673.39
Q91VI7	38046676.83
Q01279	5600127.203
Q07076	24870605.41
P56959	10786212.71
P68254	27426260.18
P16045	64730132.32
B2RU69	216994632.2
Q61129	22050773.8
Q07797	15386238.06
Q8BH64	47918583.71
E9Q7Q3	11710473.78
P97351	25198448.78
Q9JK81	51228697.25
P08228	96148927.01
P80317	23524796.78
Q93092	151727956
Q61171	19040836.39
Q9Z0S1	6936647.336
Q6ZWX6	8136604.992
P05201	22851689.59
Q8BHN3	10731254.36
E9Q3M3	3649848.813
Q99KJ8	5012456.453
Q9Z2U1	13793423.34
O54990	15544798.41
P62141	8613973.508
Q8BH61	4562668.504
Q9Z0N1	13250085.18
E9QN99	13551932.78
P03953	41719921.22
Q9JII6	26356353.09
Q8C3V4	112110305.8
Q9Z1N5	17745906.58
Q61133	4296361.422
P47791	12991154.22
P62192	12478279.66
P27659	14685552.9
P39054	6774053.602
Q01339	16482282.13
E9Q9E1	2459457.008
P46935	9839571.938
Q8R016	11264879.13
P62242	15480936.85
Q61792	8881355.719
Q9D8N0	28115691.1
P19324	3861938.516
G5E924	4771450.85
Q9Z1F9	4865249.158
Q9R0P5	97632263.94
P97315	51608481.67
Q3THK7	3420416.406
P12970	19107851.4
Q60973	6653054.953
P39654	10421825.64
P61161	18236888.17
O88544	5297082.324
Q63844	17933630.86
Q99K85	7555815.938
A0A0A6YXL6	35206312.15
Q99KK7	17473571.52
Q61703	14694776.71
P97494	5596775.438
P70398	1883024.02
P49312	31456977.32
Q99J77	9681629.109
Q61362	8524154.547
P08249	3750179.484
O08997	70072031.06
E9Q555	16626177.47
Q9JLJ2	7893971.063
P26883	41099051.31
Q91VR5	5701672.438
Q99PT1	37985143.82
Q9ERK4	6099498.475
Q8BKC5	9249550.675
Q80UG5	5329148.734
P16015	23201003.73
P62196	3766189.891
P11679	24528626.39
P32921	7133408.578
P47199	6154080.727
Q9JHU9	11758891.14
Q924B0	19885130.38
Q91WT7	26325541.52
Q8BPB5	3106916.727
Q9R1P4	30057580.41
Q62418	5011275.719
Q9EQP2	4224935.703
Q505F5	2894222.75
Q05816	4130061.676
Q9CX34	2912896.875
Q9CQ65	17293352.47
A0A0R4J2B2	8528149.563
P00329	77750737.57
P51859	23217767.16
Q3UM45	4332379.18
Q61176	30842216.52
Q5FWK3	8377282.453
Q8VEK3	11739439.24
Q6PDL0	820149.7891
Q61753	1938785.773
P08226	13198142.22
Q9D662	3345810.742
Q9D0R2	6849520.268
P11680	3215218.73
Q08879	12607749.59
O08692	1390877
P97384	38230244.23
O35643	8391697.391
Q8C1B7	3601902.813
Q8VC28	4196531.469
Q640N1	3697310.641
Q6GQT1	2785714.539
O89053	9667127.711
Q5RKN9	4707063.391
Q9EQH3	8687093.023
O08797	3735108.539
Q62465	3218216.867
Q6NZD2	5108266.523
Q9JKB1	8096861.094
Q8K0C9	58322341.76
P63005	8450736.688
Q61035	8675293.891
O35350	2731257.391
Q99LX0	34584673.1
P48678	2125486.703
P11247	299419.0469
E9Q912	1321949.141
Q8K3V4	16611413.15
P27612	1381423.977
Q9D154	17966896.07
Q91YI0	6839322.223
P26638	9082467.953
P07309	168843832.2
Q9CVB6	9912738.676
P46664	5942717.352
Q8VCU2	22397803.41
Q9DCT8	11710592.52
Q9DBF1	10569733.8
Q8C2Q7	12728481.1
P34884	42548225.68
P14685	3707597.496
P70460	3969936.305
Q3UZZ6	4869026.57
P08752	6241516.117
E9PYN9	71415878.75
Q9R0N0	6611043.839
E9PVU0	2963969.148
P14602	24036433.68
P70663	1321434.887
P62702	7497892.781
P62983	99804042.94
O55137	10583770.5
Q99LF4	7032732.906
P09242	33772260.79
Q9EPC1	6593979.113
Q9CZD3	6870170.305
P97372	14969568.54
P42703	66767912.03
P29351	1427099.85
P97290	17010370.04
Q9R0P3	20315585.84
Q9Z1Z2	4555121.875
P47962	23037059.54
Q9JHW2	6433604.461
Q9WV32	17329771.91
P06801	7868885.953
P24369	8625301.117
P21460	22668681.3
P60122	1314975.5
Q99JI4	10590833.62
Q9WTM5	7119228.563
O70194	7115944.594
Q99MN1	8654233.418
P10810	5846687.445
Q8BMJ2	3894171.211
A0A0R4J039	22534301.16
Q8BK64	5134637.605
G3V018	6257916.828
Q8BP47	6994787.59
Q8BK67	2161534.805
Q8VIJ6	8402768.328
Q3UE92	6264335.141
O35685	4348959.953
P50516	13017032.92
Q9D8W5	2585646.516
E9PUD2	1185649.93
Q61553	4602512.645
Q05D44	24360578.48
Q91WU5	2054897.051
P41245	1135171.563
Q8BVI4	11899752.09
P0DP27	71427662.12
A0A1W2P6F6	52039554.25
Q9Z0E6	10155358.59
Q99KI0	3437140.641
Q7TMB8	4297925.227
Q9Z0U1	2308481.055
Q00915	12512898.97
Q9Z1Q5	27502942.27
Q9JKR6	1694712.906
Q64471	21635786.13
Q64442	26482270.7
Q8R3B1	459518.25
Q3UDE2	2390162.5
Q61823	4179440.438
P62334	6549175.902
P70168	7331862.867
Q68FL6	2420636.344
Q06890	28055085.25
Q6ZWQ9	15904334.59
Q3ULJ0	20275352.11
Q62433	1377536.492
Q9CQT1	4020907.641
Q921W7	4748640.281
Q9CZC8	3903294.863
P70349	16192864.64
P25444	8698411.386
P48774	6655932.992
P31230	13412025.66
Q61166	15897809.85
Q9QWL7	6573600.721
Q00PI9	13524644.34
O70475	29989666.01
Q61646	16204811.08
A2AN08	2327461.844
P54775	22662739.33
Q9R111	4989509.742
Q6PGH2	3786070.289
P28474	22655053.03
Q8QZY1	4408569.387
Q7TNC4	4162572.656
P99029	27231200.27
O55222	3913827.406
Q8BJW6	269311.8633
Q61730	5835006.367
O35381	135742451.3
A3KMP2	284656456
P14148	30087858.24
P06281	46393051.31
Q9WVK4	7941596.672
O35215	20499140.45
Q62167	9051820.652
Q6P5F9	5084922.82
Q9D1P4	2930881.738
Q91YR1	6376751.34
A0A0R4J093	12839561.03
Q6AW46	17484768.55
P24547	3117749.742
Q9CX80	4498339.539
O09061	20124311.86
P47963	10094715.99
Q9CRB6	14362834.83
Q6IFX2	44742945.43
A0A0A6YXW6	3857904.781
Q9CR16	6355014.883
Q61247	10933643.7
P63001	46217720.83
Q9QZD9	7043071.711
Q8K354	4285937.711
P60229	10613996.97
Q924M7	2722898.094
Q09098	578302424.4
P04104	187349218.6
Q6P069	14874676.42
Q6PDM2	15563791.72
Q9CZ30	9978514.266
P31725	13529856.63
Q9CT10	5818506.883
P11087	829580.875
P24472	30800671.7
F8WJK8	27269740.38
P09528	12412140.59
P35235	5735143.336
A0A0G2JFY5	1921690.375
Q02819	7956804.609
D3YWF6	6895807.383
P06797	18864817.44
Q9DCN2	6258618.715
Q9DBE0	16283143.68
Q99J09	1435583.723
P54822	4039957.125
Q61704	5321983.008
A0A3B2WDD2	10869713.96
P61205	14421196.34
A0A1W2P7A1	12434231
Q9D8U8	18367637.34
Q8C0L6	2750723.359
G5E895	4204073.363
Q8VDN2	1194155.68
Q9CPW4	6960635.625
Q61081	3328583.895
F8WID5	29640386.55
P07310	5155658.039
Q9JMH6	13166621.17
Q9DCJ9	2859948.094
Q8C845	9692710.063
Q9DBB9	4272055.773
O88487	4353304.307
P97855	8246563.031
Q8CFG9	21676120.09
P63037	1166700.141
Q9CXW3	3385283.402
Q6P8X1	4690982.199
O55234	5318945.777
Q9DBG5	2313860.895
P47738	3980484.445
Q9DBR7	4664783.359
Q8R1Q8	5794673.672
P10630	4501356.516
P62814	6029921.215
Q9CQ60	7925772.617
P53810	10740310.39
P61222	2264840.922
P10711	10986586.79
P35564	1231678.414
Q60598	6509097.367
Q8VCC9	2559048.578
Q9WVE8	4809265.727
Q8K157	21567593.61
O09159	4540961.641
E9PVA8	1795516.328
O88851	7489415.156
Q61635	1974518.859
P54923	4702559.793
P14152	59399977.23
Q91YR9	9380100.246
P05784	27538193.52
P70698	966385.7578
Q6DYE8	4435455.031
P17427	2078748.793
Q8BWY3	4430166.188
Q8CAA7	911052.4844
Q3B7Z2	1055796.719
Q62426	22414985.5
O55131	1248958.219
Q8BML9	9874783.914
P26262	5134150.969
P24288	13752268.09
Q9WUA2	3323646.938
P97298	10194190.67
P01898	2113488.484
Q810B6	1289218.406
P63028	6050918.453
Q68FL4	18723264.24
Q8BX70	3739140.586
P14869	13344999.07
Q8BTZ7	7613450.594
Q8BJU0	3214161.398
Q9JL35	2528280.117
Q9JLI8	839211.7656
Q99KB8	1136319.297
Q8BUV3	1205141.633
Q8K010	2883181.766
A7ISP9	7184109.335
P28352	19548585.3
Q6NSR8	2899873.992
P47911	16858142.3
Q8BTS3	1994773.047
P26043	5912541.898
Q9CY64	3478398.375
O70435	15714899.66
P19973	1861005.219
K3W4L3	12824771.37
O08804	2979256.078
Q07456	1581700.367
P08607	2282568.844
Q91V41	1886306.125
P35980	5115703.421
Q99LD4	3141026.453
P15947	216104.2344
P50404	9228236.805
Q9R0Y5	8036819.164
P56480	824606.0313
Q9DAR7	4110807.832
Q3TML0	4958872.234
P17710	4354113.539
Q91XV3	645640.375
O88685	3206767.141
Q61074	3050668.953
Q80W21	3580079.625
Q923D2	25353737.64
P17156	1981867.32
P04117	18041665.02
Q9CR00	3146282.25
Q8C7R4	5367574.715
Q9WTQ5	3844640.156
Q62219	8651735.367
Q9R069	422165.9922
P24270	3161157.867
Q8VDK1	1718393.273
Q922H4	1010786.445
P30681	21937276.72
Q9Z2U0	21707201.49
Q61990	699600.3906
Q9CQC6	10305826.56
Q921F4	5408676.678
Q9Z2N8	718749.2969
Q3TTY5	142587561.3
P42227	1601036.977
O88958	3347449.875
Q99LB4	10761336.52
P62827	22252359.22
Q6P1F6	2553885.172
Q6S9I3	1619442.789
Q8BU85	3484291.813
G3UZ26	4319093.5
Q8BHG1	5116047.875
Q8R050	12385940.97
Q8CG76	6989200
F6ZHD8	2529245.477
Q8BGD9	2860778.898
O35887	219094.8906
E9Q414	19302764.63
Q8BZW8	1980340.742
P51885	20367051.43
Q9WUM3	5646984.125
Q64726	6368127.234
Q99MD9	1422863.094
Q4VAA2	1283200.879
Q91Z53	4668131
P01869	9450788.547
Q9WVJ2	5696434.555
Q9CY58	8343423.25
Q9JIF0	5016855.461
Q9QUM9	14652651.7
Q62446	3344706.125
F7CUP3	1347082.672
P29788	4990897.219
P70372	3189093.973
A0A1L1STE4	2384689.938
Q91V76	3275043.594
P00493	3476489.75
Q9CYR6	3565889.68
Q3TW96	3012469.789
Q9QXT0	639772.0977
P26369	1410189.75
Q9R0P9	889048.0703
G3X9Z5	18656232.84
P22599	126699484.2
Q05BC3	2113047.352
Q6Q899	2063158.25
P34022	8858654.227
P32067	5137637.805
O35744	2011009.57
P61202	2208189.633
Q922F4	2648881.375
Q9EPU0	2446267.234
Q9Z2M7	15251432.84
P97825	1155448.383
Q91W50	1417538.68
P51150	4324370.313
Q9EQ80	3081074.047
P62751	9199786.443
Q06138	3496635.352
Q9CPR4	6560980.867
O89079	7885186.648
P17918	7227825.453
Q8C0C7	26846926.71
P23591	11776124
O88456	7219556.672
E9PYI8	5294875.641
Q9JI75	1301014.078
Q62148	4464873.797
Q4FZE8	19429443.03
P26350	2736173.363
P70670	8854492.859
P63242	25001007.84
Q8C7E4	5028715.178
P61087	3906108.406
O09172	1635500.195
Q9QYG0	1984493.5
Q921M3	2429565.203
Q8BH35	3300180.789
Q9R1P1	6466806.648
Q6IRU2	8232308.531
Q9Z1D1	1672471.273
O35286	7935313.703
Q61655	1971650.078
Q9QZ08	1567924.523
Q8BVE3	1293314.652
Q9WVQ5	2181314.922
O35841	2890014.703
P63073	4776523.547
B1B0C7	244095.1865
Q9QWK4	226183.25
Q9DBK7	3143008.75
Q9DBG3	2769379.023
Q78ZA7	3762216.891
O70557	54332461.63
Q9CQM9	14956913.39
Q91VH6	2439553.367
Q9D142	657122.7031
Q9QXC1	9984368.234
P97470	342670.7617
Q8BFY9	1240955.578
P62281	9855620.031
Q03265	589185.9453
G3X8T9	10106454.21
Q64467	15727629.84
Q99LB6	2766520.125
Q9CQ19	4640478.117
O54724	4728023.492
Q148R4	2801812.063
P42208	3223984.715
A0A494B952	6911515.625
P09036	243655869.2
P0DOV1	2677363.551
Q04857	692315.3242
Q8CG72	7703640.648
P63038	3345640.641
Q9DAK9	12628254.2
A0A0R4J049	3050676.965
P46412	11938710.59
Q60631	17924814.59
P00683	8459910.875
Q64674	5271678.836
Q8VCA8	1452007.625
P61164	2388742.531
Q8BTY1	4959156.391
Q8VCT4	4848784.07
Q8K4Z3	5027046.484
Q9CQB8	24365331.5
P43274	9837652.344
Q99KP3	3917697.078
Q07235	24154788.28
Q7TPV4	851771.9141
P62754	1857663.328
Q9CYT6	509485.6953
P62717	4263707.617
Q99K48	3012845.406
Q62422	2698871.047
Q01405	789242.9102
Q6QR59	6637398.063
D3YUT3	5240313.555
P26231	1922271.367
P54071	16210908.41
Q99KH8	1656852.609
Q9QY48	5957346.563
Q9DCC4	3948728.344
Q9CRB1	2068516.305
Q99L45	2924375.125
P70271	2361974.68
Q9WUK2	4603018.734
Q8CAY6	2091857.176
Q62093	8417417.258
Q9CQV8	30339901.9
E0CXN5	5995707.297
P54823	900785.3984
Q9DCV7	5937775.75
P32848	32504076.02
Q9JMD3	22395162.71
G3UXL2	9465982.211
Q6P1B9	2444883.359
Q9JLQ0	9229233.074
Q9WVJ3	2930082.039
Q99J36	2301336.195
Q9R1P0	8971190.805
P47713	1887747.641
Q9WTI7	1432856.906
P62911	1770076.859
Q9Z0J0	37439990.7
Q9DCT1	3133494.25
P62270	8260493.438
Q9CPU0	13766982.94
A0A0A6YW77	257839088.2
Q8C0E2	2205264.953
P97461	2701808.633
E9QP62	1356732.453
Q8R0A5	7152062.012
Q8C0M9	2567565.148
Q60967	1719043.898
P62264	10773953.34
P40336	2167779.148
P35979	7816605.297
P43276	3527853.891
Q9WTX5	4922906.156
Q8BG13	2860623.906
Q3UP87	1200028.25
G3X8T3	5586524.703
P58389	6736722.125
Q9R1T2	3514762.75
O35295	5554095.375
P45591	6456991.266
O08663	2390611.797
Q9DAW9	902358.332
F8WI14	1068924.516
Q8C878	1132001.211
Q8JZR2	2014278.484
P16460	37919772.27
Q921M7	2930218.477
O54988	2113330.766
Q9D2V7	569814.0703
Q1HFZ0	1943960.609
Q9WUB3	1351315.602
A2AUD5	1234437.781
Q08091	2770778.703
P62918	8524471.508
O88947	1577197.578
P54728	10879748.34
P26443	1449572.242
Q61656	1164557.59
P61358	9519534.953
Q8BP48	1755407.688
Q8VDM6	1176068.688
O08795	3868057.063
Q3TGS7	32718003.8
P08121	729311.5938
P28660	13876853.86
Q6A028	4635057.609
P49443	1206117.219
Q61205	174453187.6
P35123	1320493.961
Q8BWT1	157852.5469
Q9ET01	1917817.891
Q9EQU5	15078403.7
P34914	4029461.969
Q9CZ42	2223101.32
Q542V3	1102455.406
Q3UXL1	3517904.633
Q9WTX6	749557.6484
P35505	585406.5859
Q9D0A3	2963347.805
P14206	13976215.7
P70202	9628193.938
Q9DAU7	12763343.88
Q9CR51	1714923.859
P11859	6261478.156
P70697	764601.0781
Q3UEB3	1203887.313
Q9JKX6	538913.5547
Q9Z185	17642708.56
Q60829	19281807.89
Q60737	1101346.797
Q9CWZ3	1763183.625
Q8CGA0	249302
Q9DBZ5	1254127.172
P03987	3613203.125
Q91XU3	755078.2031
P01837	4514693.661
Q9QYC0	901469.8672
Q9CXA2	548195.5234
Q8R1F1	2502876.117
E9PUM4	102938.8125
Q6PDI5	1775578.23
P62317	2810683.719
P46638	12954757.81
P45700	3089259.125
P49710	1163537.406
Q99LD8	4950434.844
E9Q7G0	NA
P16110	4528978.094
Q9CQM5	7803602.82
P05202	2709120.688
Q07968	649722.4609
P99027	11668303.63
E9PX96	1650770523
Q64213	1508236.18
P47811	599303.2969
G3X8U3	3149199.922
Q3UZ39	1291542.672
Q62376	2632647.047
Q9Z204	3449400.141
A2AJB7	26394174.52
Q62348	13354833.44
Q9CYG7	1507920.969
A0A0R4J050	1686142.895
Q8VBW6	1515700.445
O88545	3051216.859
P46467	2453579.945
P39447	537031.8008
F8WIP8	977119.5469
P35279	5276514.418
Q9CQI6	98955705.13
Q62384	310470.7813
P28654	5650008
Q62189	971701.7344
O35640	1946394.43
P49722	9413092.176
P48428	8076603.344
P42232	2701738.406
Q9WUM4	2108353.773
Q80YC5	1506694.828
Q6P8I4	1523128.477
A0A1B0GSU0	1329308.594
Q921K2	80863.67969
Q9R1P3	6703216.047
Q78IQ7	1647862.438
Q91YQ5	1130319.719
Q9QZ88	4009228.414
E9PY39	17154507.08
P13439	1893127.438
P40936	11580402.15
A0A0A6YY53	2026604.742
Q8BUR4	387680.4336
Q91V89	2803828.836
P28843	1726247.877
Q91VK1	3984806.195
Q9JM14	2445273.547
P63054	13988061.02
P30275	4331346.234
Q99JT9	1738777.188
Q8K182	779548.1641
Q8BH58	796347.0156
Q04750	1313538.943
Q8BIW1	296340.4922
Q8K3H0	6463595.94
Q9Z2K1	23367219.31
Q5SUT0	832293.5313
P48024	666339.1875
Q9JLV1	1197926.406
Q9DCC5	6247713.625
P60766	7674716.648
P00687	2282554.906
P21765	13937925.61
P68372	20218107.47
Q920B9	1023562.766
G5E850	1402805.297
P63328	275372.125
Q6PAM1	284538.7734
Q9D8S4	2263377.313
Q64520	1078011.672
P56546	957819.1094
P61982	14902692.75
P56212	2240051.383
Q61805	3249497.688
Q9WTP6	602654.2031
Q9CQW9	352469.6953
Q06770	15072547.61
O89110	4777533.875
P63254	38750687.04
Q99020	6121178.281
Q8C166	1719318.078
P59325	1617005.547
Q60865	1371190.961
P35278	2156945.328
Q8K274	699096.2344
A2ASS6	81045856.91
Q8R0P4	5906821.297
O70310	1232196.68
P09470	1439696.547
A0A0U1RPG8	673353.7656
P31938	1466726.406
P62889	2067634.688
A0A0N4SVS6	8123700.516
H3BJW3	2369604.344
O55135	2080076.109
P61082	2031394.281
A3KGV1	NA
F8WJ41	5950682.922
P97379	1834686.982
A2AIM4	20096408.53
Q9Z2Y8	2337787.75
Q8BHG2	3702460.469
P07744	17209330.55
A0A286YDI8	558514.3047
Q8BT60	2531702.203
A0A140LHA2	9795797.063
Q76LS9	113557.6641
Q99JY3	1224027.781
P28063	3382379.984
Q9EQR4	1507517.891
Q91VW3	8572759.234
Q3ULW8	405903.9336
Q921F2	2285736.648
Q9CX86	966401.9063
Q63932	1750867.156
O88543	1447410.219
P63085	3260706.125
Q61510	858564.7578
P62137	721429.4922
P28658	1880424.133
P0DOV2	4620813.813
Q8R1G2	602924.1406
Q6ZWV3	6648419.742
O08583	956376.4297
Q9D6Y7	2810728.203
A0A1Y7VMN0	932148.5664
P60867	8944622.266
Q8K4Z5	360595.0156
Q61937	9480850.594
Q9D1E6	3494540.41
Q8CEK3	303881464.4
P62821	2915980.984
Q8K3C3	711609.6875
P53811	3032314.43
P97314	485192.3359
Q91XD6	550012.3008
A0A0R4J1Y3	6539399.156
Q9DCZ1	11822823.9
Q9QXD6	552263.75
O55143	1330118.883
Q9Z1G3	1052878.125
Q00898	15230592.61
Q8BTI8	1848269.242
Q9DCL9	4711285.219
Q8BFQ8	NA
Q8K426	329110.0938
Q9CQR6	2368390.008
P13864	136583.3906
Q08943	276489.7188
Q9EST5	9680836.125
P19253	2372561.922
Q01149	368877.9922
A0A0G2JE99	866895.7031
P14131	22580884.18
Q6ZWN5	11386739.82
Q60662	787684.1523
P21300	1641484.469
Q9EQQ9	1469581.469
P63168	13386155.78
P10639	30512778.22
Q91VM9	127269.7422
O89112	2096222.719
Q8CC86	658836.7656
Q9D892	2072057.711
Q60972	852548.7266
A0A0R4J034	1844456.961
Q60692	9602602.305
Q6P4T2	744933.5156
Q9D1M0	1316289.938
Q64378	479735.9063
P22907	2610116.211
E9PXY8	934159.5469
E9PUD1	755371
Q8BVF2	618961.375
Q9QZM0	318305.1563
Q6P542	644967.9609
Q925P3	13533578.36
P99026	6587451.078
Q61581	730515.1406
O08738	2016836.555
Q9DCS2	524483.9063
Q8CJ53	1286557.664
P41105	2859036.047
Q99JI6	4230023.844
P11031	3781160.734
P14115	4264021.594
Q62266	4098645.125
P62830	3645713.824
Q91YN5	1464314.625
P98078	819246.4141
E9PXX7	933583.1641
P55302	394427.8984
Q3U5Q7	465580.7891
Q9D883	5202967.031
Q62009	2242636.75
P97310	1287773.75
O70251	7457053.688
Q80X50	300989.7578
Q6ZWU9	2479401.844
Q9QYJ0	4158633.047
Q9CZ04	824858.0703
Q9CR57	6416024.219
Q9ET26	135880.1563
O70250	10209272.14
Q61599	5120917.641
Q9D8B3	4805658.672
Q9D7H3	200620.8438
O09167	5421435.125
Q9Z0P4	29671.12305
Q8CCS6	395403.0234
O35226	2421769.242
E9Q4K7	379434.9727
