Accession,luminal protein 0.5
E9QPE7,1.0097107738221758
Q8BTM8,2.330438072484909
E9PVG8,17.29655665832449
P07724,53.09178381947615
P01027,5.855091410548654
Q9JHU4,0.5398813557559473
Q921I1,5.267061790389643
P26039,0.32383741981468
Q8VDD5,0.7077107341228703
Q61838,1.1247547198921906
Q80X90,0.16279487108367438
P19096,0.3322551479973716
P08071,3.5565439267063037
E9Q616,0.7723614991257022
Q6PDN3,0.15091207748741303
Q64727,0.3477497283103033
A0A087WSN6,0.08820747742749865
Q68FD5,0.09807452641006943
P57780,0.2762688408474626
Q01853,0.4057600643601124
P63260,7.302622825929143
P58252,0.990432564534449
Q3U2G2,0.09383159001531693
F8WIT2,0.6899002308270524
P28665,0.35282454644866046
Q8VHX6,-0.005723828206176753
P11499,1.2335232086335346
P20918,0.17767882674232705
P63017,0.7771498073606891
P06909,0.6170270740837004
P13020,0.8234319033271006
Q6URW6,0.8583963016465366
P99024,0.593709924621051
P21614,0.4540858872202847
P10126,1.5928726334574534
G3X8Q5,3.5801032955403587
Q02053,0.14505799037379077
E9Q0B5,0.6050253574843577
Q9JKF1,0.3907149096061476
Q62261,0.13364804824937043
P05064,0.9167818832518816
P16546,0.00966495550812615
P52480,0.94920693775286
A0A0R4J0I1,1.1849990927394942
Q9D1A2,0.5209579673038038
P24527,0.10427105531876174
P26040,0.3690513206115576
Q8CGC7,0.03435905226353018
P37804,0.7504137730422276
P15626,1.1625058711843208
P27546,0.12372688110932406
Q91X72,1.0035520112937464
E9Q5I3,0.1050371982808132
Q61879,0.11052694293099709
O08677,0.3749397941444472
Q9DBD0,0.0008649766878873749
Q8K0E8,0.24574904272353074
Q9D7Z6,0.9957750556989391
Q8VCM7,0.1505113242861929
P23116,0.2542622850153179
P08113,0.0994402410409327
Q9CWJ9,0.12581951441945052
O08553,0.06856515543132537
Q8BFW7,0.0018736111279370282
Q61768,-0.03979877090014119
Q8CI94,0.0337014838912871
Q9Z1Q9,-0.0023168491386308457
A0A0A0MQF6,1.270812172401198
Q00897,2.3633941852564013
P30416,0.11723518124807673
P97449,0.3676141007303017
Q04447,0.7716533744830262
A1BN54,0.01924361463593365
Q61598,0.08749487451867427
P17563,0.05131321752655518
P06728,0.29875608290426364
Q922D8,0.2880581065562635
Q8CIE6,-0.0005867250935876212
P27773,0.5045641006197606
Q00612,0.2897190481357367
P17182,1.2977300936430252
E9PV24,0.2218903024503289
Q61781,0.40757524122858113
P60843,0.2096939916866496
P09411,0.4066916255368169
Q9WU78,0.015402916976167724
P62259,0.4356012442411329
O55029,-0.02727075071643423
Q8VCT3,0.01555617001122275
Q922U2,0.9854923372909439
Q8BND5,0.5157322486982687
Q6ZQ38,0.1567445876338785
P10649,0.8530613296029506
A0A0R4J071,0.3020571309826491
Q922B2,-0.0040451623837409
P20029,0.16302027818978573
Q78PY7,0.03236786096625328
P45376,0.15793644806103013
P42932,0.1281540752857336
P40142,0.4601631018870844
P80318,0.07644664050006135
P21981,0.5410719106191857
P26041,0.10192303877166162
B8JJN0,0.40264767139200347
P40124,0.10660801193590569
A6X935,-0.02801971981072074
Q9D0F9,0.04237426887106915
P05213,0.2566935747383007
P19221,0.013656487906949717
Q00623,1.698678584161048
O88342,0.1487039150241785
Q99K51,0.9105576361493165
Q3UU35,0.021763047088663796
Q9QXS1,-0.03172194888062346
P07356,0.3743838422286587
P17751,0.48546147246385846
P35700,0.6707197026223871
Q61702,-0.03172710764799837
P07901,0.18175266776664895
Q91WT9,0.05283529060163318
Q3V117,0.0024969830762605017
O88569,3.9900200936655046
P24549,0.05083366789955047
O09131,0.7619652324556051
P63158,0.28723917017135153
P11983,-0.013373239459457115
P19001,0.722419262846695
Q543K9,0.09905635174852927
Q3UPL0,-0.03350766196501523
Q11011,0.005919324526970238
Q7TSV4,0.01424441797150272
A8DUK4,3.219417117734201
O70209,0.04846424975809069
P80313,0.12817668795983359
Q76MZ3,0.02639887840858756
E9Q557,-0.021183269992131343
A0A1B0GSX0,0.8446341527095375
P60335,0.037720621171442634
Q8C1A5,-0.03381394239792185
Q9DBJ1,0.5196801647185038
B2M1R6,0.15854915537731137
Q9CPY7,0.06441052726033737
Q501J6,0.005445153113189678
O35639,0.021160699678295626
P56399,0.26692479716914336
P10107,0.2585869903705334
Q9DCD0,0.2423505299660513
Q9D8E6,-0.008589630198213136
E9QA15,-0.05025645964770998
Q64737,-0.02141938960813444
P29341,-0.0036918308965024358
Q9QZE5,-0.04308800629042603
Q5SUR0,-0.015014705073094886
P01029,0.09436139876687727
P70441,0.02077125528382048
Q99JY9,0.05472605045591005
O89020,0.009449260660980643
Q9Z1Z0,-0.0436688914301854
Q9CWK8,-0.009323094840742462
Q61699,-0.05518568127009645
P10605,0.18060227337176937
Q99KC8,-0.023287109604434243
P23953,0.5302506754617878
P20152,-0.04204054197054329
P47856,-0.02483278733961825
Q61233,0.10757936063257217
P12658,0.248867660692366
A0A087WS16,-0.03275154548049043
P00920,0.2386699846910628
E9PWE8,-0.010841145247267708
Q8JZQ9,-0.03327796100805956
P50580,0.05113606899424282
Q3U1J4,0.010493107083094295
P17742,0.7992341330079775
P62960,-0.05528148907727716
Q02257,-0.05030707518593221
P14211,0.03771110996032092
P09405,0.10112223889760968
P48722,-0.06289776206579838
Q11136,-0.024486161734510025
Q61696,0.06440848279302416
Q8BZF8,-0.05665108497320583
P46471,-0.042614339041649144
P06745,0.22350747687755654
Q8BGQ7,-0.03578609743288239
P50247,0.18917063226247846
Q6GT24,0.2703622988303612
Q8R146,-0.052129420238982066
Q8BL66,-0.035046388134766966
Q80T06,0.0693116368825352
P80314,0.025354986847296056
Q91VB8,2.3624458512317137
P28271,0.004557453083855039
P06684,-0.05993157053732913
P32261,0.16558127106115117
P08003,0.0015917639598148263
P19157,0.12667180190792554
O70570,0.12295101410223759
Q62523,-0.006927246023433085
E9PYH0,-0.04642759995985275
P62962,0.2506531713400158
P10518,0.004105629915642897
Q8VDM4,-0.039904873300805915
P97447,0.03434029001509629
P62908,0.009946340574307374
Q9D0I9,-0.03793981646269362
Q8BG05,0.020991901111408223
O88844,0.09854962378830659
Q00519,-0.004668581965389639
P63101,0.34681539955915264
Q9CZ44,-0.05082204365274142
P48036,0.4992050972212403
Q60864,0.02654198065487414
Q9EQK5,0.17501863067330475
P50446,0.02246440471814518
Q8VDJ3,-0.041082099117449485
P26645,-0.03790736908655131
P47754,-0.0425584062941144
P68040,0.032121432794431096
P29699,0.4960324698104141
Q3U0V1,-0.03649233105210685
A0A498WGD8,-0.046277045611870196
E9PZF0,0.4701106934431594
P48758,0.024223730436823767
P07758,0.7894460993982111
Q60854,0.022858892278707466
P80316,0.11514132653928628
Q60710,-0.04784798107916659
Q62318,-0.04791861712896369
P05063,0.10012116578335116
P09103,0.08312337289362173
Q3TXS7,-0.031332621955601415
P97429,0.005619324953911236
A2AMW0,-0.002129429218186474
Q8CIB5,-0.049878213794211354
Q3THS6,-0.052689593196072124
Q08642,0.0691692365675809
Q9WVA4,0.12025318286466878
P11352,0.03869116376944328
Q9CPX4,0.018301602101243937
Q9JHR7,0.00458840476869327
P50396,-0.023009054811919515
Q80X19,0.09613651742703154
Q99PL5,-0.05189245813910372
Q8R1B4,-0.036400072470502885
Q9QYB1,0.17740767653235381
